component_id,lot_id,wafer_id,wafer_x,wafer_y,hour,t_ambient_c,t_die_c,iddq_ua,v_cc_v,v_offset_mv,snr_db,instrument_id,failure_class,is_sensor_fault
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,12,125.0,124.93,4.162,3.96,5.25,42.1,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,13,125.0,125.15,4.167,3.96,5.35,42.18,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,14,125.0,125.05,4.189,3.96,5.25,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,15,125.0,125.16,4.15,3.96,5.33,42.47,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,16,125.0,125.19,4.153,3.96,5.31,42.45,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,17,125.0,125.12,4.163,3.96,5.23,42.16,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,18,125.0,124.95,4.129,3.96,5.25,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,19,125.0,125.07,4.192,3.96,5.28,42.26,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,20,125.0,125.11,4.175,3.96,5.29,42.15,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,21,125.0,125.0,4.137,3.96,5.3,42.39,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,22,125.0,125.01,4.103,3.96,5.36,42.48,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,23,125.0,125.02,4.164,3.96,5.33,42.12,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,24,125.0,124.98,4.177,3.96,5.29,42.25,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,25,125.0,124.86,4.191,3.96,5.28,42.4,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,26,125.0,125.04,4.217,3.96,5.16,42.32,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,27,125.0,125.03,4.147,3.96,5.24,42.42,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,28,125.0,125.09,4.162,3.96,5.14,42.12,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,29,125.0,125.02,4.162,3.96,5.29,42.4,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,30,125.0,125.15,4.211,3.96,5.2,42.45,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,31,125.0,124.95,4.194,3.96,5.18,42.25,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,32,125.0,124.89,4.14,3.96,5.35,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,33,125.0,125.01,4.237,3.96,5.22,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,34,125.0,125.16,4.137,3.96,5.22,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,35,125.0,125.04,4.151,3.96,5.34,42.04,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,36,125.0,125.12,4.169,3.96,5.39,42.37,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,37,125.0,124.91,4.168,3.96,5.28,42.58,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,38,125.0,125.05,4.186,3.96,5.22,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,39,125.0,124.89,4.187,3.96,5.36,42.32,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,40,125.0,125.02,4.158,3.96,5.41,42.65,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,41,125.0,124.81,4.195,3.96,5.32,42.13,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,42,125.0,125.26,4.206,3.96,5.37,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,43,125.0,125.13,4.172,3.96,5.27,42.32,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,44,125.0,125.11,4.187,3.96,5.22,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,45,125.0,125.06,4.209,3.96,5.39,42.13,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,46,125.0,124.86,4.192,3.96,5.31,42.42,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,47,125.0,124.96,4.178,3.96,5.33,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,48,125.0,124.93,4.186,3.96,5.29,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,49,125.0,125.09,4.171,3.96,5.14,42.3,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,50,125.0,124.97,4.184,3.96,5.26,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,51,125.0,124.91,4.176,3.96,5.46,42.65,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,52,125.0,124.9,4.178,3.96,5.25,42.41,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,53,125.0,125.16,4.164,3.96,5.19,42.41,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,54,125.0,124.95,4.223,3.96,5.38,42.24,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,55,125.0,124.98,4.152,3.96,5.21,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,56,125.0,125.03,4.214,3.96,5.23,42.28,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,57,125.0,125.21,4.177,3.96,5.3,42.2,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,58,125.0,125.11,4.179,3.96,5.35,42.22,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,59,125.0,125.14,4.188,3.96,5.35,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,60,125.0,124.85,4.185,3.96,5.22,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,61,125.0,125.24,4.178,3.96,5.21,42.25,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,62,125.0,124.97,4.174,3.96,5.25,42.53,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,63,125.0,124.99,4.15,3.96,5.38,42.09,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,64,125.0,124.87,4.228,3.96,5.23,42.16,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,65,125.0,125.08,4.148,3.96,5.24,42.26,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,66,125.0,124.97,4.19,3.96,5.27,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,67,125.0,124.93,4.136,3.96,5.14,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,68,125.0,124.94,4.237,3.96,5.29,42.22,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,69,125.0,125.01,4.216,3.96,5.28,42.42,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,70,125.0,125.15,4.172,3.96,5.23,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,71,125.0,125.18,4.198,3.96,5.34,42.32,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,72,125.0,125.21,4.253,3.96,5.29,42.4,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,73,125.0,125.1,4.202,3.96,5.38,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,74,125.0,124.74,4.246,3.96,5.3,42.37,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,75,125.0,125.02,4.148,3.96,5.32,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,76,125.0,124.92,4.177,3.96,5.27,42.54,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,77,125.0,125.05,4.218,3.96,5.29,42.5,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,78,125.0,124.88,4.239,3.96,5.36,42.54,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,79,125.0,125.16,4.21,3.96,5.43,42.21,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,80,125.0,124.86,4.251,3.96,5.44,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,81,125.0,125.11,4.235,3.96,5.33,42.12,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,82,125.0,124.98,4.228,3.96,5.22,42.26,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,83,125.0,125.12,4.218,3.96,5.41,42.51,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,84,125.0,124.99,4.226,3.96,5.37,42.18,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,85,125.0,124.94,4.214,3.96,5.3,42.4,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,86,125.0,125.02,4.248,3.96,5.26,42.69,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,87,125.0,125.0,4.224,3.96,5.21,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,88,125.0,125.04,4.237,3.96,5.21,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,89,125.0,124.88,4.14,3.96,5.19,42.47,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,90,125.0,124.99,4.277,3.96,5.34,42.44,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,91,125.0,125.07,4.221,3.96,5.3,42.68,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,92,125.0,124.96,4.209,3.96,5.25,42.25,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,93,125.0,125.09,4.203,3.96,5.3,42.14,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,94,125.0,125.08,4.281,3.96,5.38,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,95,125.0,124.94,4.206,3.96,5.27,42.3,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,96,125.0,125.08,4.242,3.96,5.2,42.11,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,97,125.0,125.03,4.255,3.96,5.12,42.47,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,98,125.0,125.0,4.228,3.96,5.31,42.4,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,99,125.0,125.17,4.234,3.96,5.35,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,100,125.0,125.1,4.257,3.96,5.29,42.27,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,101,125.0,124.86,4.236,3.96,5.33,42.17,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,102,125.0,124.95,4.198,3.96,5.25,42.25,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,103,125.0,125.23,4.241,3.96,5.29,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,104,125.0,124.94,4.213,3.96,5.3,42.06,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,105,125.0,125.18,4.267,3.96,5.29,42.44,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,106,125.0,125.01,4.25,3.96,5.26,42.11,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,107,125.0,125.17,4.212,3.96,5.15,42.19,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,108,125.0,125.15,4.231,3.96,5.32,42.44,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,109,125.0,124.97,4.193,3.96,5.17,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,110,125.0,124.95,4.268,3.96,5.31,42.24,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,111,125.0,124.84,4.297,3.96,5.26,42.06,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,112,125.0,125.09,4.233,3.96,5.33,42.13,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,113,125.0,124.78,4.279,3.96,5.27,42.54,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,114,125.0,124.78,4.244,3.96,5.3,42.59,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,115,125.0,124.99,4.236,3.96,5.23,42.36,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,116,125.0,125.07,4.242,3.96,5.37,42.09,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,117,125.0,124.93,4.277,3.96,5.22,42.52,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,118,125.0,125.24,4.289,3.96,5.24,42.52,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,119,125.0,125.01,4.212,3.96,5.4,42.44,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,120,125.0,125.01,4.229,3.96,5.31,42.1,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,121,125.0,124.99,4.262,3.96,5.38,42.55,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,122,125.0,124.93,4.248,3.96,5.33,42.23,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,123,125.0,125.04,4.264,3.96,5.22,42.47,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,124,125.0,124.97,4.271,3.96,5.32,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,125,125.0,125.02,4.296,3.96,5.33,42.39,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,126,125.0,124.92,4.28,3.96,5.35,42.28,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,127,125.0,124.89,4.277,3.96,5.27,42.49,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,128,125.0,125.23,4.243,3.96,5.41,42.22,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,129,125.0,125.05,4.294,3.96,5.34,42.24,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,130,125.0,125.0,4.28,3.96,5.37,42.52,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,131,125.0,124.97,4.282,3.96,5.22,42.43,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,132,125.0,125.05,4.31,3.96,5.38,42.43,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,133,125.0,124.92,4.291,3.96,5.22,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,134,125.0,124.93,4.252,3.96,5.19,42.31,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,135,125.0,124.96,4.268,3.96,5.31,42.55,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,136,125.0,124.91,4.219,3.96,5.14,42.55,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,137,125.0,124.99,4.291,3.96,5.3,42.07,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,138,125.0,125.04,4.288,3.96,5.24,42.29,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,139,125.0,124.82,4.31,3.96,5.21,42.47,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,140,125.0,125.13,4.276,3.96,5.35,42.43,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,141,125.0,125.01,4.231,3.96,5.27,42.41,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,142,125.0,124.98,4.269,3.96,5.17,42.56,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,143,125.0,124.97,4.289,3.96,5.36,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,144,125.0,124.86,4.308,3.96,5.26,42.39,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,145,125.0,125.06,4.258,3.96,5.21,42.41,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,146,125.0,124.83,4.269,3.96,5.36,42.52,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,147,125.0,125.08,4.338,3.96,5.25,42.29,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,148,125.0,124.91,4.317,3.96,5.27,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,149,125.0,125.0,4.293,3.96,5.34,42.51,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,150,125.0,125.1,4.254,3.96,5.26,42.42,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,151,125.0,124.86,4.3,3.96,5.13,42.48,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,152,125.0,125.08,4.272,3.96,5.31,42.35,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,153,125.0,125.07,4.276,3.96,5.23,42.26,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,154,125.0,125.08,4.28,3.96,5.24,42.33,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,155,125.0,124.96,4.275,3.96,5.36,42.3,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,156,125.0,125.02,4.289,3.96,5.29,42.34,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,157,125.0,125.14,4.302,3.96,5.23,42.56,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,158,125.0,125.04,4.251,3.96,5.36,42.2,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,159,125.0,124.98,4.303,3.96,5.31,42.23,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,160,125.0,124.81,4.325,3.96,5.23,42.32,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,161,125.0,124.88,4.315,3.96,5.2,42.43,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,162,125.0,125.02,4.275,3.96,5.16,42.09,ASQD-ATE-SIM-01,0,0
LOT_09_COMP_0000,LOT_09,LOT_09_W00,0.3426,-0.6002,163,125.0,124.99,4.259,3.96,5.38,42.8,ASQD-ATE-SIM-01,0,0
