lot_id,component_id,payload_type,device_spec_id,operating_voltage_v,test_temperature_c,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,snr_24h,spec_max_iddq,is_defective_gt,category_label,failure_mode_gt
LOT_2026_01,LOT_2026_01_COMP_0100,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.287,4.299,4.432,4.892,5.095,42.11,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0101,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.244,4.17,4.296,4.962,5.27,43.33,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0102,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.323,4.45,4.603,4.987,5.156,42.14,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0103,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.213,4.069,4.253,5.079,5.313,42.64,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0104,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.277,4.203,4.3,5.161,5.223,43.61,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0105,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.18,3.914,4.07,4.897,5.039,43.63,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0106,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.279,4.17,4.29,4.932,5.183,42.68,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0107,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.238,4.036,4.229,5.171,5.309,42.92,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0108,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.126,3.752,3.867,5.179,5.426,43.2,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0109,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.097,3.648,3.775,5.08,5.317,42.99,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0110,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.306,4.457,4.569,5.146,5.354,42.51,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0111,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.193,3.917,4.102,4.714,4.958,42.86,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0112,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.249,4.196,4.353,4.843,5.084,42.16,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0113,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.201,3.963,4.136,5.114,5.295,43.56,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0114,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.233,4.071,4.27,4.904,5.116,43.25,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0115,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.881,6.136,6.424,5.922,5.995,43.22,15.0,1,3,FREAK_OUTLIER
LOT_2026_01,LOT_2026_01_COMP_0116,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.198,4.025,4.122,4.851,5.111,43.09,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0117,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.283,4.224,4.375,4.962,5.311,43.46,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0118,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.191,4.005,4.117,5.016,5.273,42.75,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0119,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.056,3.574,3.723,4.789,5.007,43.43,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0120,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.367,4.493,4.642,5.207,5.525,42.43,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0121,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.226,4.024,4.233,5.24,5.43,43.28,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0122,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.215,4.081,4.201,5.015,5.233,42.64,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0123,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.112,3.733,3.914,4.799,5.096,43.62,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0124,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.124,3.774,3.898,4.777,5.067,42.51,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0125,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.193,3.953,4.063,5.339,5.526,42.24,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0126,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.03,3.555,3.66,4.756,5.071,42.77,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0127,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.224,4.109,4.242,4.5,4.708,42.97,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0128,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.198,3.96,3.935,4.816,4.864,45.24,15.0,1,2,MEMS_MICROCRACK
LOT_2026_01,LOT_2026_01_COMP_0129,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.19,3.962,4.133,5.165,5.353,43.15,15.0,0,0,HEALTHY
