lot_id,component_id,hour,t_ambient_c,iddq_ua,v_offset_mv,snr_db,t_die_c,v_cc_v,category_label
LOT_2026_01,LOT_2026_01_COMP_0000,27,125.0,3.863,5.096,43.28,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,28,125.0,3.861,5.18,43.28,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,29,125.0,3.841,5.206,43.26,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,30,125.0,3.849,5.152,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,31,125.0,3.863,5.18,43.31,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,32,125.0,3.864,5.203,43.27,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,33,125.0,3.869,5.146,43.05,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,34,125.0,3.835,5.145,43.08,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,35,125.0,3.866,5.11,42.99,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,36,125.0,3.875,5.116,43.18,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,37,125.0,3.851,5.12,43.33,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,38,125.0,3.872,5.164,43.04,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,39,125.0,3.918,5.229,43.31,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,40,125.0,3.888,5.138,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,41,125.0,3.893,5.105,43.13,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,42,125.0,3.84,5.098,43.34,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,43,125.0,3.868,5.121,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,44,125.0,3.843,5.184,43.3,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,45,125.0,3.884,5.219,43.04,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,46,125.0,3.914,5.1,43.04,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,47,125.0,3.874,5.23,43.17,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,48,125.0,3.861,5.072,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,49,125.0,3.841,5.072,43.32,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,50,125.0,3.908,5.13,43.12,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,51,125.0,3.884,5.254,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,52,125.0,3.902,5.127,43.18,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,53,125.0,3.897,5.143,42.98,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,54,125.0,3.911,5.106,43.38,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,55,125.0,3.9,5.14,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,56,125.0,3.885,5.112,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,57,125.0,3.906,5.114,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,58,125.0,3.882,5.184,43.32,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,59,125.0,3.898,5.166,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,60,125.0,3.909,5.164,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,61,125.0,3.857,5.076,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,62,125.0,3.917,5.214,43.13,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,63,125.0,3.886,5.15,43.17,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,64,125.0,3.914,5.111,43.26,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,65,125.0,3.892,5.179,43.14,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,66,125.0,3.885,5.232,43.28,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,67,125.0,3.863,5.114,43.29,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,68,125.0,3.876,5.175,43.24,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,69,125.0,3.887,5.136,42.96,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,70,125.0,3.937,5.121,43.25,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,71,125.0,3.915,5.205,43.13,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,72,125.0,3.908,5.165,43.26,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,73,125.0,3.928,5.113,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,74,125.0,3.933,5.035,43.33,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,75,125.0,3.9,5.137,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,76,125.0,3.907,5.2,43.25,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,77,125.0,3.918,5.141,43.03,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,78,125.0,3.893,5.12,43.22,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,79,125.0,3.912,5.186,43.22,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,80,125.0,3.913,5.251,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,81,125.0,3.904,5.23,43.29,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,82,125.0,3.95,5.131,43.27,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,83,125.0,3.885,5.176,43.15,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,84,125.0,3.888,5.188,42.99,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,85,125.0,3.878,5.155,43.23,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,86,125.0,3.937,5.174,43.32,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,87,125.0,3.932,5.13,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,88,125.0,3.914,5.152,43.06,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,89,125.0,3.927,5.132,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,90,125.0,3.927,5.014,43.08,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,91,125.0,3.92,5.134,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,92,125.0,3.93,5.213,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,93,125.0,3.918,5.057,43.03,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,94,125.0,3.936,5.19,43.32,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,95,125.0,3.91,5.122,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,96,125.0,3.968,5.143,43.33,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,97,125.0,3.932,5.194,43.27,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,98,125.0,3.933,5.086,43.14,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,99,125.0,3.96,5.181,43.13,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,100,125.0,3.925,5.05,43.31,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,101,125.0,3.95,5.13,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,102,125.0,3.89,5.112,43.3,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,103,125.0,3.954,5.153,43.17,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,104,125.0,3.951,5.123,43.0,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,105,125.0,3.936,5.157,43.28,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,106,125.0,3.909,5.131,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,107,125.0,3.916,5.161,43.24,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,108,125.0,3.934,5.24,43.14,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,109,125.0,3.932,5.113,43.09,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,110,125.0,3.93,5.065,43.15,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,111,125.0,3.944,5.023,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,112,125.0,3.944,5.163,43.29,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,113,125.0,3.962,5.106,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,114,125.0,3.957,5.109,43.05,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,115,125.0,3.994,5.121,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,116,125.0,3.904,5.179,43.07,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,117,125.0,3.949,5.185,43.07,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,118,125.0,3.951,5.213,42.92,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,119,125.0,3.934,5.092,43.15,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,120,125.0,3.951,5.084,43.1,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,121,125.0,3.937,5.119,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,122,125.0,3.972,5.19,43.24,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,123,125.0,3.937,5.137,43.41,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,124,125.0,3.976,5.115,43.33,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,125,125.0,3.949,5.103,43.31,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,126,125.0,3.931,5.041,43.26,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,127,125.0,3.959,5.143,43.13,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,128,125.0,3.955,5.114,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,129,125.0,3.953,5.116,43.09,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,130,125.0,3.951,5.012,43.24,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,131,125.0,3.97,5.133,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,132,125.0,3.969,5.101,43.12,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,133,125.0,3.975,5.147,43.37,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,134,125.0,3.998,5.183,43.09,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,135,125.0,3.955,5.087,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,136,125.0,3.913,5.114,43.14,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,137,125.0,3.938,5.177,43.06,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,138,125.0,3.975,5.276,43.01,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,139,125.0,3.968,5.116,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,140,125.0,3.987,5.192,43.25,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,141,125.0,3.958,5.258,42.99,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,142,125.0,3.953,5.145,43.18,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,143,125.0,3.984,5.216,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,144,125.0,3.978,5.107,43.23,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,145,125.0,3.97,5.121,43.22,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,146,125.0,3.998,5.026,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,147,125.0,3.973,5.184,43.14,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,148,125.0,4.006,5.103,42.95,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,149,125.0,4.002,5.095,43.01,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,150,125.0,3.982,5.125,43.25,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,151,125.0,4.0,5.142,43.08,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,152,125.0,3.989,5.145,43.23,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,153,125.0,3.967,5.117,43.22,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,154,125.0,4.01,5.185,43.18,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,155,125.0,3.977,5.157,43.06,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,156,125.0,3.971,5.212,43.21,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,157,125.0,3.982,5.178,43.3,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,158,125.0,3.981,5.115,43.11,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,159,125.0,4.01,5.185,43.31,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,160,125.0,4.012,5.055,43.2,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,161,125.0,3.971,5.111,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,162,125.0,4.01,5.092,42.94,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,163,125.0,3.998,5.269,43.15,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,164,125.0,3.996,5.226,43.23,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,165,125.0,4.001,5.159,43.19,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,166,125.0,3.975,5.07,43.36,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,167,125.0,4.002,5.142,43.16,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0000,168,125.0,4.015,5.264,43.22,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,0,25.0,1.141,5.023,45.3,25.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,1,96.35,2.711,5.154,44.24,96.35,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,2,116.79,3.454,5.088,43.67,116.79,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,3,122.65,3.702,5.168,43.58,122.65,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,4,124.33,3.775,5.219,43.53,124.33,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,5,124.81,3.846,5.087,43.44,124.81,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,6,124.94,3.842,5.14,43.52,124.95,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,7,124.98,3.834,5.188,43.47,124.98,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,8,125.0,3.839,5.141,43.6,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,9,125.0,3.835,5.188,43.79,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,10,125.0,3.816,5.249,43.27,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,11,125.0,3.797,5.118,43.42,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,12,125.0,3.844,5.194,43.51,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,13,125.0,3.838,5.206,43.62,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,14,125.0,3.815,5.162,43.53,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,15,125.0,3.853,5.141,43.53,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,16,125.0,3.845,5.145,43.46,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,17,125.0,3.847,5.173,43.59,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,18,125.0,3.825,5.162,43.51,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,19,125.0,3.863,5.133,43.56,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,20,125.0,3.853,5.262,43.43,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,21,125.0,3.836,5.133,43.37,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,22,125.0,3.885,5.118,43.45,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,23,125.0,3.877,5.092,43.61,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,24,125.0,3.824,5.242,43.32,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,25,125.0,3.818,5.153,43.63,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,26,125.0,3.853,5.163,43.67,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,27,125.0,3.898,5.214,43.47,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,28,125.0,3.848,5.116,43.55,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,29,125.0,3.824,5.208,43.74,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,30,125.0,3.872,5.157,43.59,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,31,125.0,3.891,5.259,43.44,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,32,125.0,3.87,5.172,43.62,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,33,125.0,3.869,5.062,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,34,125.0,3.866,5.108,43.59,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,35,125.0,3.832,5.14,43.67,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,36,125.0,3.846,5.209,43.36,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,37,125.0,3.907,5.165,43.55,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,38,125.0,3.87,5.21,43.38,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,39,125.0,3.867,5.147,43.37,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,40,125.0,3.888,5.162,43.56,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,41,125.0,3.873,5.163,43.73,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,42,125.0,3.869,5.102,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,43,125.0,3.881,5.207,43.43,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,44,125.0,3.891,5.092,43.65,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,45,125.0,3.847,5.169,43.64,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,46,125.0,3.876,5.221,43.6,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,47,125.0,3.901,5.233,43.49,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,48,125.0,3.889,5.104,43.53,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,49,125.0,3.893,5.187,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,50,125.0,3.874,5.236,43.53,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,51,125.0,3.87,5.224,43.39,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,52,125.0,3.89,5.128,43.66,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,53,125.0,3.876,5.187,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,54,125.0,3.843,5.147,43.64,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,55,125.0,3.9,5.194,43.4,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,56,125.0,3.896,5.216,43.54,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,57,125.0,3.909,5.146,43.48,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,58,125.0,3.836,5.226,43.57,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,59,125.0,3.853,5.092,43.45,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,60,125.0,3.904,5.165,43.46,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,61,125.0,3.869,5.127,43.34,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,62,125.0,3.866,5.126,43.6,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,63,125.0,3.888,5.139,43.77,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,64,125.0,3.879,5.238,43.7,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,65,125.0,3.862,5.184,43.48,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,66,125.0,3.882,5.208,43.47,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,67,125.0,3.885,5.172,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,68,125.0,3.872,5.22,43.64,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,69,125.0,3.904,5.161,43.46,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,70,125.0,3.884,5.298,43.63,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,71,125.0,3.882,5.188,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,72,125.0,3.912,5.207,43.64,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,73,125.0,3.884,5.185,43.36,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,74,125.0,3.877,5.224,43.44,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,75,125.0,3.886,5.18,43.6,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,76,125.0,3.883,5.006,43.45,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,77,125.0,3.929,5.197,43.67,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,78,125.0,3.883,5.098,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,79,125.0,3.912,5.195,43.63,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,80,125.0,3.916,5.2,43.61,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,81,125.0,3.919,5.223,43.64,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,82,125.0,3.941,5.148,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,83,125.0,3.904,5.138,43.47,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,84,125.0,3.922,5.201,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,85,125.0,3.908,5.18,43.62,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,86,125.0,3.884,5.181,43.54,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,87,125.0,3.93,5.112,43.69,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,88,125.0,3.92,5.193,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,89,125.0,3.928,5.182,43.66,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,90,125.0,3.889,5.189,43.58,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,91,125.0,3.915,5.16,43.5,125.0,3.96,0
LOT_2026_01,LOT_2026_01_COMP_0001,92,125.0,3.923,5.089,43.63,125.0,3.96,0
