component_id,lot_id,wafer_id,wafer_x,wafer_y,device_family,device_spec_id,operating_voltage_v,test_temperature_c,observation_horizon_h,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,v_offset_168h,snr_0h,snr_24h,snr_168h,t_die_0h,t_die_24h,delta_iddq,delta_v_offset,delta_snr,spec_max_iddq,is_defective_gt,failure_class,failure_mode_gt,is_sensor_fault
LOT_02_COMP_0020,LOT_02,LOT_02_W00,-0.4025,0.6679,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.238,3.971,17802.128,4.86,5.47,5.41,45.05,44.94,38.29,25.02,124.83,2.733,0.61,-0.11,15.0,1,1,THERMAL_RUNAWAY,0
LOT_02_COMP_0021,LOT_02,LOT_02_W00,0.3538,-0.248,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.153,3.843,3.969,4.74,5.09,5.07,45.45,43.17,43.12,25.12,124.88,2.69,0.35,-2.28,15.0,0,0,NOMINAL,0
LOT_02_COMP_0022,LOT_02,LOT_02_W00,-0.502,-0.6681,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.313,4.341,4.484,5.24,5.36,5.51,45.38,43.17,43.3,24.95,125.13,3.028,0.12,-2.21,15.0,0,0,NOMINAL,0
LOT_02_COMP_0023,LOT_02,LOT_02_W00,-0.5216,0.9735,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.179,3.972,4.087,5.0,5.05,5.21,45.53,43.23,43.14,24.9,124.97,2.793,0.05,-2.3,15.0,0,0,NOMINAL,0
LOT_02_COMP_0024,LOT_02,LOT_02_W00,-0.9926,-0.386,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.164,3.928,4.039,5.21,5.35,5.35,43.94,41.77,41.95,24.92,125.11,2.764,0.14,-2.17,15.0,0,0,NOMINAL,0
LOT_02_COMP_0025,LOT_02,LOT_02_W00,0.329,0.2031,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.234,3.899,39614.538,4.84,5.52,5.39,44.83,44.68,37.87,24.98,124.83,2.665,0.68,-0.15,15.0,1,1,THERMAL_RUNAWAY,0
LOT_02_COMP_0026,LOT_02,LOT_02_W00,-0.8305,0.7194,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.246,4.15,4.286,5.14,5.32,5.42,43.72,41.87,41.9,24.82,125.07,2.904,0.18,-1.85,15.0,0,0,NOMINAL,0
LOT_02_COMP_0027,LOT_02,LOT_02_W00,-0.6132,0.6924,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.481,4.941,5.236,5.04,5.05,5.16,43.46,43.65,43.56,25.04,125.21,3.46,0.01,0.19,15.0,1,3,FREAK_OUTLIER,0
LOT_02_COMP_0028,LOT_02,LOT_02_W00,-0.2646,0.5566,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.248,4.115,4.274,5.04,5.08,5.26,44.78,43.03,42.88,24.92,125.04,2.867,0.04,-1.75,15.0,0,0,NOMINAL,0
LOT_02_COMP_0029,LOT_02,LOT_02_W00,-0.4391,0.8187,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.223,4.086,4.215,5.37,5.46,5.49,45.4,43.27,43.6,25.02,125.12,2.863,0.09,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0030,LOT_02,LOT_02_W00,-0.735,0.8975,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.396,4.611,4.672,4.94,5.16,5.12,45.68,43.62,43.43,25.04,124.89,3.215,0.22,-2.06,15.0,0,0,NOMINAL,0
LOT_02_COMP_0031,LOT_02,LOT_02_W00,0.5603,-0.1763,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.155,3.907,4.092,4.96,5.13,5.17,45.0,42.98,43.41,24.92,125.01,2.752,0.17,-2.02,15.0,0,0,NOMINAL,0
LOT_02_COMP_0032,LOT_02,LOT_02_W00,-0.2562,0.7927,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.153,3.815,3.995,4.81,5.19,5.2,44.53,42.68,42.87,25.03,124.8,2.662,0.38,-1.85,15.0,0,0,NOMINAL,0
LOT_02_COMP_0033,LOT_02,LOT_02_W00,0.6606,0.4183,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.13,3.844,3.965,5.06,5.3,5.28,45.16,43.01,43.2,25.05,124.92,2.714,0.24,-2.15,15.0,0,0,NOMINAL,0
LOT_02_COMP_0034,LOT_02,LOT_02_W00,0.291,-0.1467,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.265,4.197,4.315,4.73,4.94,4.94,44.71,42.63,42.82,25.09,124.92,2.932,0.21,-2.08,15.0,0,0,NOMINAL,0
LOT_02_COMP_0035,LOT_02,LOT_02_W00,-0.7118,0.3762,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.336,4.31,4.462,5.02,5.23,5.4,44.96,42.97,42.66,25.06,125.08,2.974,0.21,-1.99,15.0,0,0,NOMINAL,0
LOT_02_COMP_0036,LOT_02,LOT_02_W00,0.8578,-0.703,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.652,5.384,5.686,4.82,4.93,5.04,44.03,44.22,44.21,25.05,124.91,3.732,0.11,0.19,15.0,1,3,FREAK_OUTLIER,0
LOT_02_COMP_0037,LOT_02,LOT_02_W00,-0.6335,0.9593,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.115,3.718,3.946,5.17,5.31,5.38,44.76,42.38,42.45,25.1,124.93,2.603,0.14,-2.38,15.0,0,0,NOMINAL,0
LOT_02_COMP_0038,LOT_02,LOT_02_W00,0.1162,-0.3239,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.151,3.774,3.941,4.57,4.8,4.83,45.42,43.31,43.22,24.93,124.76,2.623,0.23,-2.11,15.0,0,0,NOMINAL,0
LOT_02_COMP_0039,LOT_02,LOT_02_W00,-0.6363,-0.0157,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.209,4.201,4.29,4.78,5.04,5.23,45.31,43.34,43.21,24.7,124.91,2.992,0.26,-1.97,15.0,0,0,NOMINAL,0
LOT_02_COMP_0040,LOT_02,LOT_02_W00,-0.1016,0.8127,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.245,4.251,4.359,4.67,4.96,5.09,44.37,42.75,42.15,24.97,124.97,3.006,0.29,-1.62,15.0,0,0,NOMINAL,0
LOT_02_COMP_0041,LOT_02,LOT_02_W00,0.5789,-0.3061,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.251,4.168,4.321,4.88,5.02,5.15,45.77,43.55,43.32,25.2,124.82,2.917,0.14,-2.22,15.0,0,0,NOMINAL,0
LOT_02_COMP_0042,LOT_02,LOT_02_W00,0.8423,0.8532,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.11,3.792,3.99,5.11,5.2,5.23,45.38,43.44,43.31,25.28,124.98,2.682,0.09,-1.94,15.0,0,0,NOMINAL,0
LOT_02_COMP_0043,LOT_02,LOT_02_W00,-0.6301,0.4649,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.223,4.026,4.144,4.93,5.23,5.21,45.08,43.14,43.25,25.08,125.09,2.803,0.3,-1.94,15.0,0,0,NOMINAL,0
LOT_02_COMP_0044,LOT_02,LOT_02_W00,0.7831,0.1796,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.242,4.041,4.174,5.03,5.08,5.2,44.33,42.64,42.53,25.04,125.09,2.799,0.05,-1.69,15.0,0,0,NOMINAL,0
LOT_02_COMP_0045,LOT_02,LOT_02_W00,0.6723,-0.1088,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.195,4.048,4.22,5.0,5.04,5.13,44.68,42.7,42.67,25.05,124.84,2.853,0.04,-1.98,15.0,0,0,NOMINAL,0
LOT_02_COMP_0046,LOT_02,LOT_02_W00,0.7884,-0.4116,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.261,4.21,4.412,4.96,5.26,5.39,44.8,42.71,42.68,24.9,125.17,2.949,0.3,-2.09,15.0,0,0,NOMINAL,0
LOT_02_COMP_0047,LOT_02,LOT_02_W00,0.236,0.5099,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.225,4.065,4.215,4.94,5.08,5.19,45.27,43.2,43.21,25.09,125.18,2.84,0.14,-2.07,15.0,0,0,NOMINAL,0
LOT_02_COMP_0048,LOT_02,LOT_02_W00,-0.65,0.2954,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.232,4.18,4.35,5.0,5.32,5.12,44.53,42.67,42.41,24.96,125.0,2.948,0.32,-1.86,15.0,0,0,NOMINAL,0
LOT_02_COMP_0049,LOT_02,LOT_02_W00,0.5003,0.8606,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.169,4.072,4.158,5.18,5.25,5.44,45.22,43.09,43.14,24.98,124.95,2.903,0.07,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0050,LOT_02,LOT_02_W00,0.023,-0.0054,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.254,4.106,4.24,5.1,5.39,5.31,44.42,42.33,42.68,25.09,125.04,2.852,0.29,-2.09,15.0,0,0,NOMINAL,0
LOT_02_COMP_0051,LOT_02,LOT_02_W00,0.4,-0.9436,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.265,4.208,4.363,5.02,5.35,5.2,44.85,42.93,42.97,24.98,124.87,2.943,0.33,-1.92,15.0,0,0,NOMINAL,0
LOT_02_COMP_0052,LOT_02,LOT_02_W00,0.8361,-0.3538,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.115,3.606,3.754,5.11,5.24,5.33,45.0,42.92,42.83,24.97,125.15,2.491,0.13,-2.08,15.0,0,0,NOMINAL,0
LOT_02_COMP_0053,LOT_02,LOT_02_W00,-0.2331,0.5318,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.198,3.873,4.081,5.22,5.34,5.56,46.17,44.48,44.35,25.25,125.11,2.675,0.12,-1.69,15.0,0,0,NOMINAL,0
LOT_02_COMP_0054,LOT_02,LOT_02_W00,-0.982,0.1184,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.204,3.838,3.996,4.94,5.17,5.32,44.46,42.35,42.45,24.96,125.02,2.634,0.23,-2.11,15.0,0,0,NOMINAL,0
LOT_02_COMP_0055,LOT_02,LOT_02_W00,0.4821,0.3227,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.158,3.829,4.001,4.96,5.03,5.17,45.69,43.78,43.57,24.92,125.04,2.671,0.07,-1.91,15.0,0,0,NOMINAL,0
LOT_02_COMP_0056,LOT_02,LOT_02_W00,-0.823,-0.139,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.207,3.94,4.055,4.98,5.16,5.07,45.21,43.2,43.07,25.1,125.08,2.733,0.18,-2.01,15.0,0,0,NOMINAL,0
LOT_02_COMP_0057,LOT_02,LOT_02_W00,0.1427,0.5313,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.312,4.378,4.557,5.0,5.02,5.04,45.05,43.17,43.21,25.14,124.76,3.066,0.02,-1.88,15.0,0,0,NOMINAL,0
LOT_02_COMP_0058,LOT_02,LOT_02_W00,-0.4807,-0.4709,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.148,3.778,3.918,4.84,5.04,5.03,45.11,42.98,43.16,24.98,124.96,2.63,0.2,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0059,LOT_02,LOT_02_W00,0.7178,-0.4141,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.3,4.296,4.479,4.86,5.03,4.91,45.39,43.29,42.9,25.05,125.15,2.996,0.17,-2.1,15.0,0,0,NOMINAL,0
LOT_02_COMP_0060,LOT_02,LOT_02_W00,-0.6086,-0.0279,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.087,3.628,3.705,4.88,5.29,5.19,44.72,43.02,42.79,25.05,125.23,2.541,0.41,-1.7,15.0,0,0,NOMINAL,0
LOT_02_COMP_0061,LOT_02,LOT_02_W00,-0.0348,0.9483,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.164,3.955,4.053,5.07,5.2,5.23,45.76,43.62,43.9,24.95,125.05,2.791,0.13,-2.14,15.0,0,0,NOMINAL,0
LOT_02_COMP_0062,LOT_02,LOT_02_W00,0.3211,0.9581,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.182,4.045,4.199,5.01,5.25,5.15,45.13,42.92,42.95,25.06,124.96,2.863,0.24,-2.21,15.0,0,0,NOMINAL,0
LOT_02_COMP_0063,LOT_02,LOT_02_W00,0.3203,0.101,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.245,4.188,7386.563,5.02,5.24,5.31,45.51,45.66,39.67,24.92,124.97,2.943,0.22,0.15,15.0,1,1,THERMAL_RUNAWAY,0
LOT_02_COMP_0064,LOT_02,LOT_02_W00,-0.4267,0.3399,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.249,4.15,4.337,5.05,5.37,5.4,44.84,42.52,42.94,25.16,124.92,2.901,0.32,-2.32,15.0,0,0,NOMINAL,0
LOT_02_COMP_0065,LOT_02,LOT_02_W00,-0.744,0.2989,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.2,4.24,4.399,5.09,5.33,5.3,45.19,43.15,43.18,24.91,125.08,3.04,0.24,-2.04,15.0,0,0,NOMINAL,0
LOT_02_COMP_0066,LOT_02,LOT_02_W00,-0.0598,0.7571,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.194,3.903,4.016,5.04,5.09,5.1,44.23,42.5,42.37,24.91,125.07,2.709,0.05,-1.73,15.0,0,0,NOMINAL,0
LOT_02_COMP_0067,LOT_02,LOT_02_W00,0.8623,-0.7429,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.169,3.89,3.903,4.94,5.04,4.87,45.29,45.12,45.1,25.07,125.0,2.721,0.1,-0.17,15.0,1,5,SENSOR_FAULT,1
LOT_02_COMP_0068,LOT_02,LOT_02_W00,0.4035,0.3249,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.251,4.238,4.353,5.0,5.3,5.21,45.89,43.67,43.53,24.99,124.96,2.987,0.3,-2.22,15.0,0,0,NOMINAL,0
LOT_02_COMP_0069,LOT_02,LOT_02_W00,0.207,0.6673,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.156,3.932,4.131,5.07,5.21,5.22,44.94,43.06,42.62,24.92,125.0,2.776,0.14,-1.88,15.0,0,0,NOMINAL,0
LOT_02_COMP_0070,LOT_02,LOT_02_W00,0.9648,-0.2679,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.109,3.696,3.83,4.72,5.02,5.04,44.73,42.96,42.95,25.1,125.09,2.587,0.3,-1.77,15.0,0,0,NOMINAL,0
LOT_02_COMP_0071,LOT_02,LOT_02_W00,-0.8913,0.3978,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.065,3.697,3.926,4.96,5.16,5.15,44.52,42.66,42.11,24.93,125.0,2.632,0.2,-1.86,15.0,0,0,NOMINAL,0
LOT_02_COMP_0072,LOT_02,LOT_02_W00,-0.8355,0.9465,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.145,3.792,3.947,4.9,5.24,5.25,44.97,42.84,43.01,25.12,125.08,2.647,0.34,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0073,LOT_02,LOT_02_W00,-0.0619,0.8085,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.241,4.138,4.311,4.73,5.05,5.02,44.16,42.32,42.36,24.87,125.03,2.897,0.32,-1.84,15.0,0,0,NOMINAL,0
LOT_02_COMP_0074,LOT_02,LOT_02_W00,-0.9577,0.2063,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.183,4.073,4.168,5.16,5.21,5.27,44.33,42.51,42.6,24.92,124.89,2.89,0.05,-1.82,15.0,0,0,NOMINAL,0
LOT_02_COMP_0075,LOT_02,LOT_02_W00,-0.2717,0.1498,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.292,4.17,19284.695,4.76,5.25,5.4,45.29,44.92,38.46,24.99,125.21,2.878,0.49,-0.37,15.0,1,1,THERMAL_RUNAWAY,0
LOT_02_COMP_0076,LOT_02,LOT_02_W00,-0.662,0.3757,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.162,3.884,4.077,5.24,5.39,5.35,45.87,43.74,43.53,25.16,125.1,2.722,0.15,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0077,LOT_02,LOT_02_W00,0.3944,0.1732,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.161,4.064,4.237,5.36,5.42,5.48,46.62,44.56,44.45,24.74,125.04,2.903,0.06,-2.06,15.0,0,0,NOMINAL,0
LOT_02_COMP_0078,LOT_02,LOT_02_W00,0.9412,-0.047,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.29,4.224,4.31,4.89,5.14,5.29,44.74,42.61,42.95,24.94,125.16,2.934,0.25,-2.13,15.0,0,0,NOMINAL,0
LOT_02_COMP_0079,LOT_02,LOT_02_W00,-0.7324,-0.9025,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.164,3.889,4.056,5.13,5.22,5.23,45.74,43.76,43.61,25.19,124.97,2.725,0.09,-1.98,15.0,0,0,NOMINAL,0
LOT_02_COMP_0080,LOT_02,LOT_02_W00,0.0739,-0.2241,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.209,4.065,4.262,4.57,4.82,4.8,44.93,43.15,43.11,24.91,124.81,2.856,0.25,-1.78,15.0,0,0,NOMINAL,0
LOT_02_COMP_0081,LOT_02,LOT_02_W00,0.0144,-0.0811,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.127,3.808,3.94,4.82,5.08,4.99,44.85,42.75,42.83,25.03,125.07,2.681,0.26,-2.1,15.0,0,0,NOMINAL,0
LOT_02_COMP_0082,LOT_02,LOT_02_W00,0.8668,-0.7425,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.124,3.893,4.062,5.02,5.21,5.03,45.18,43.42,43.01,24.93,125.0,2.769,0.19,-1.76,15.0,0,0,NOMINAL,0
LOT_02_COMP_0083,LOT_02,LOT_02_W00,0.1385,-0.4588,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.134,3.887,4.033,4.79,4.93,4.98,45.07,43.0,43.12,24.95,124.95,2.753,0.14,-2.07,15.0,0,0,NOMINAL,0
LOT_02_COMP_0084,LOT_02,LOT_02_W00,-0.4083,-0.2108,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.071,3.714,3.849,5.02,5.21,5.32,44.81,43.0,43.05,24.88,125.14,2.643,0.19,-1.81,15.0,0,0,NOMINAL,0
LOT_02_COMP_0085,LOT_02,LOT_02_W00,0.763,-0.8252,SPACE_MEMS_SENSOR,ASQD-MEMS-SENS-2026,3.96,125.0,168,1.246,4.187,4.255,5.3,5.52,5.4,44.83,42.65,42.53,24.97,124.78,2.941,0.22,-2.18,15.0,0,0,NOMINAL,0
