component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
PRE_LOT02_COMP0010,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.2626,5251.0795,5251.7252,5252.158,5238.8169,0.0122,0.064,36.17,36.38,12.2626,5251.0795,5251.7252,5252.158,5238.8169,100.0,False,NOMINAL,HEALTHY,9.14,17.35
PRE_LOT02_COMP0011,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,10.242,4392.7131,4393.188,4393.5472,4382.4711,-0.0029,-0.0204,35.21,34.95,10.242,4392.7131,4393.188,4393.5472,4382.4711,100.0,False,NOMINAL,HEALTHY,-3.74,-49.2
PRE_LOT02_COMP0012,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.971,5993.1422,5993.7562,5994.1926,5979.1712,0.0023,-0.0546,34.06,34.46,13.971,5993.1422,5993.7562,5994.1926,5979.1712,100.0,False,NOMINAL,HEALTHY,-8.05,14.97
PRE_LOT02_COMP0013,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.0403,6015.0729,6015.7645,6016.2866,6001.0326,-0.0066,-0.0166,34.52,33.61,14.0403,6015.0729,6015.7645,6016.2866,6001.0326,100.0,False,NOMINAL,HEALTHY,28.6,1.41
PRE_LOT02_COMP0014,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,10.2415,4394.0468,4394.5186,4394.8437,4383.8053,-0.0479,-0.1085,35.28,35.64,10.2415,4394.0468,4394.5186,4394.8437,4383.8053,100.0,False,NOMINAL,HEALTHY,-24.58,-5.5
PRE_LOT02_COMP0015,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.7702,5905.4883,5906.1519,5906.6236,5891.7181,0.0029,0.0311,36.3,36.17,13.7702,5905.4883,5906.1519,5906.6236,5891.7181,100.0,False,NOMINAL,HEALTHY,11.75,-40.92
PRE_LOT02_COMP0016,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.7283,5461.1177,5461.7453,5462.2189,5448.3894,-0.008,0.0188,35.57,35.06,12.7283,5461.1177,5461.7453,5462.2189,5448.3894,100.0,False,NOMINAL,HEALTHY,27.84,-8.53
PRE_LOT02_COMP0017,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.8601,6805.5821,6806.2529,6806.8249,6789.722,-0.008,-0.0113,31.64,31.4,15.8601,6805.5821,6806.2529,6806.8249,6789.722,100.0,False,NOMINAL,HEALTHY,18.99,8.27
PRE_LOT02_COMP0018,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.5877,6261.3625,6262.0982,6262.6196,6246.7748,-0.0076,0.0284,32.15,32.15,14.5877,6261.3625,6262.0982,6262.6196,6246.7748,100.0,False,NOMINAL,HEALTHY,-13.27,12.22
PRE_LOT02_COMP0019,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.513,5373.9,5374.502,5375.0145,5361.387,0.0041,0.0192,36.14,35.87,12.513,5373.9,5374.502,5375.0145,5361.387,100.0,False,NOMINAL,HEALTHY,38.18,26.02
PRE_LOT02_COMP0020,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.0454,6025.1856,6025.855,6026.3097,6011.1402,0.0166,0.0922,35.26,34.76,14.0454,6025.1856,6025.855,6026.3097,6011.1402,100.0,False,NOMINAL,HEALTHY,48.62,8.21
PRE_LOT02_COMP0021,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.7061,6312.3839,6313.0726,6313.6173,6297.6778,0.019,0.0591,35.36,35.41,14.7061,6312.3839,6313.0726,6313.6173,6297.6778,100.0,False,NOMINAL,HEALTHY,47.37,-33.4
PRE_LOT02_COMP0022,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.8996,5956.6443,5957.3271,5957.8146,5942.7447,0.0181,-0.0693,33.5,33.19,13.8996,5956.6443,5957.3271,5957.8146,5942.7447,100.0,False,NOMINAL,HEALTHY,-49.88,5.98
PRE_LOT02_COMP0023,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.5079,5366.128,5366.7726,5367.2851,5353.6201,-0.0329,0.0361,33.71,34.04,12.5079,5366.128,5366.7726,5367.2851,5353.6201,100.0,False,NOMINAL,HEALTHY,-35.61,9.0
PRE_LOT02_COMP0024,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.3397,5717.0618,5717.7276,5718.2488,5703.7221,0.0416,0.0884,34.41,34.2,13.3397,5717.0618,5717.7276,5718.2488,5703.7221,100.0,False,NOMINAL,HEALTHY,27.77,-12.74
PRE_LOT02_COMP0025,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.9438,6408.4391,6409.2414,6409.8873,6393.4953,-0.0006,0.0689,34.43,34.23,14.9438,6408.4391,6409.2414,6409.8873,6393.4953,100.0,False,NOMINAL,HEALTHY,11.38,10.0
PRE_LOT02_COMP0026,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,11.8771,5092.6943,5093.2567,5093.7102,5080.8172,-0.0083,0.0004,34.99,34.92,11.8771,5092.6943,5093.2567,5093.7102,5080.8172,100.0,False,NOMINAL,HEALTHY,40.98,-24.73
PRE_LOT02_COMP0027,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.3823,6173.9957,6174.7086,6175.217,6159.6134,0.0128,0.011,35.76,36.02,14.3823,6173.9957,6174.7086,6175.217,6159.6134,100.0,False,NOMINAL,HEALTHY,-1.03,32.14
PRE_LOT02_COMP0028,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.5909,5396.8842,5397.4895,5397.9376,5384.2933,-0.0196,0.016,35.73,36.0,12.5909,5396.8842,5397.4895,5397.9376,5384.2933,100.0,False,NOMINAL,HEALTHY,-19.79,-25.53
PRE_LOT02_COMP0029,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,9.8979,4236.5491,4237.0741,4237.5385,4226.6512,-0.004,-0.0497,34.73,34.79,9.8979,4236.5491,4237.0741,4237.5385,4226.6512,100.0,False,NOMINAL,HEALTHY,4.94,-9.06
PRE_LOT02_COMP0030,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.8433,7650.4199,7651.1947,7651.7934,7632.5766,0.0163,-0.006,33.68,33.81,17.8433,7650.4199,7651.1947,7651.7934,7632.5766,100.0,False,NOMINAL,HEALTHY,5.31,25.32
PRE_LOT02_COMP0031,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,52.703,22587.9898,22589.6493,22590.7359,22535.2868,0.0237,0.0874,33.82,34.03,52.703,22587.9898,22589.6493,22590.7359,22535.2868,100.0,True,SPATIAL_OUTLIER,HEALTHY,31.7,2.81
PRE_LOT02_COMP0032,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.4941,6221.4145,6222.1183,6222.7087,6206.9204,-0.0345,-0.0649,36.03,36.13,14.4941,6221.4145,6222.1183,6222.7087,6206.9204,100.0,False,NOMINAL,HEALTHY,-16.29,39.66
PRE_LOT02_COMP0033,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.1756,5649.4087,5650.137,5650.6604,5636.2331,0.027,-0.0166,37.21,37.87,13.1756,5649.4087,5650.137,5650.6604,5636.2331,100.0,False,NOMINAL,HEALTHY,29.98,41.77
PRE_LOT02_COMP0034,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.9962,7282.8236,7283.6257,7284.1989,7265.8274,-0.0012,0.0828,34.55,34.39,16.9962,7282.8236,7283.6257,7284.1989,7265.8274,100.0,False,NOMINAL,HEALTHY,-11.71,-1.29
PRE_LOT02_COMP0035,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.1033,6049.4611,6050.1915,6050.6977,6035.3578,-0.0174,-0.0038,34.22,34.95,14.1033,6049.4611,6050.1915,6050.6977,6035.3578,100.0,False,NOMINAL,HEALTHY,-47.55,3.13
PRE_LOT02_COMP0036,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.6524,5427.4508,5428.0909,5428.6217,5414.7984,0.015,0.0128,32.83,31.96,12.6524,5427.4508,5428.0909,5428.6217,5414.7984,100.0,False,NOMINAL,HEALTHY,45.09,-6.82
PRE_LOT02_COMP0037,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.9231,5559.8883,5560.4829,5560.9549,5546.9652,-0.0051,-0.0893,36.0,36.18,12.9231,5559.8883,5560.4829,5560.9549,5546.9652,100.0,False,NOMINAL,HEALTHY,-32.8,-18.6
PRE_LOT02_COMP0038,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.8709,5949.5861,5950.2299,5950.8616,5935.7152,0.0474,0.0051,34.65,34.27,13.8709,5949.5861,5950.2299,5950.8616,5935.7152,100.0,False,NOMINAL,HEALTHY,13.22,-32.41
PRE_LOT02_COMP0039,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.7857,6337.5954,6338.2673,6338.8509,6322.8097,-0.0005,0.0202,34.35,33.46,14.7857,6337.5954,6338.2673,6338.8509,6322.8097,100.0,False,NOMINAL,HEALTHY,-43.1,-26.65
PRE_LOT02_COMP0040,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.7141,5874.9564,5884.447,6035.1786,5861.2423,0.0457,0.1397,34.97,35.15,13.7141,5874.9564,5884.447,6035.1786,5861.2423,100.0,True,THERMAL_RUNAWAY,HEALTHY,-32.65,27.05
PRE_LOT02_COMP0041,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.1886,5661.5037,5662.1085,5662.5899,5648.3151,0.0318,0.1354,34.99,35.14,13.1886,5661.5037,5662.1085,5662.5899,5648.3151,100.0,False,NOMINAL,HEALTHY,-16.49,-1.25
PRE_LOT02_COMP0042,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.1733,6508.4825,6509.2557,6509.8308,6493.3092,0.0016,-0.0049,36.24,36.42,15.1733,6508.4825,6509.2557,6509.8308,6493.3092,100.0,False,NOMINAL,HEALTHY,15.59,-43.81
PRE_LOT02_COMP0043,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.4361,5756.0524,5756.6666,5757.0772,5742.6163,-0.0018,-0.0934,35.2,35.49,13.4361,5756.0524,5756.6666,5757.0772,5742.6163,100.0,False,NOMINAL,HEALTHY,24.21,-29.41
PRE_LOT02_COMP0044,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.2943,5270.479,5270.9401,5271.3378,5258.1847,-0.0282,-0.1362,37.72,38.14,12.2943,5270.479,5270.9401,5271.3378,5258.1847,100.0,False,NOMINAL,HEALTHY,32.32,-19.04
PRE_LOT02_COMP0045,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,12.9563,5554.0972,5554.6649,5555.1461,5541.1409,-0.0237,-0.0089,35.88,35.68,12.9563,5554.0972,5554.6649,5555.1461,5541.1409,100.0,False,NOMINAL,HEALTHY,-31.91,12.6
PRE_LOT02_COMP0046,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.4427,5768.0139,5768.7043,5769.2348,5754.5712,-0.0038,-0.0753,35.35,34.88,13.4427,5768.0139,5768.7043,5769.2348,5754.5712,100.0,False,NOMINAL,HEALTHY,-31.66,-18.86
PRE_LOT02_COMP0047,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.0036,5578.06,5578.6566,5579.0791,5565.0564,-0.0082,0.0319,35.97,35.6,13.0036,5578.06,5578.6566,5579.0791,5565.0564,100.0,False,NOMINAL,HEALTHY,-3.35,-19.75
PRE_LOT02_COMP0048,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,10.6101,4552.29,4552.8305,4553.1757,4541.6799,-0.0139,0.0756,32.58,32.52,10.6101,4552.29,4552.8305,4553.1757,4541.6799,100.0,False,NOMINAL,HEALTHY,1.06,22.24
PRE_LOT02_COMP0049,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.8287,6355.9304,6356.6924,6357.2046,6341.1017,-0.0128,-0.0039,35.13,35.12,14.8287,6355.9304,6356.6924,6357.2046,6341.1017,100.0,False,NOMINAL,HEALTHY,-10.09,18.77
PRE_LOT02_COMP0050,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.1813,6078.4198,6079.07,6079.5647,6064.2385,-0.0137,-0.0396,33.02,33.68,14.1813,6078.4198,6079.07,6079.5647,6064.2385,100.0,False,NOMINAL,HEALTHY,-19.83,17.54
PRE_LOT02_COMP0051,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.3477,5733.186,5733.8227,5734.3275,5719.8383,0.0129,-0.0336,35.07,34.61,13.3477,5733.186,5733.8227,5734.3275,5719.8383,100.0,False,NOMINAL,HEALTHY,-38.84,-39.84
PRE_LOT02_COMP0052,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0052,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,15.9755,6846.2527,6847.0527,6847.6522,6830.2772,0.0107,0.0582,35.03,35.49,15.9755,6846.2527,6847.0527,6847.6522,6830.2772,100.0,False,NOMINAL,HEALTHY,45.08,14.58
PRE_LOT02_COMP0053,LOT_02,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T02_0053,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,13.5348,5806.3583,5807.0274,5807.4912,5792.8235,-0.0099,0.0362,35.33,34.51,13.5348,5806.3583,5807.0274,5807.4912,5792.8235,100.0,False,NOMINAL,HEALTHY,-11.78,-17.39
