component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT04_COMP0014,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5788,19.7324,48.826,117.3239,5.1536,6.94,4,43.22,6.36,0.0269,0.0167,61.87,61.54,14.5788,19.7324,48.826,117.3239,5.1536,10.0,False,NOMINAL,HEALTHY,-4.91,3.21
IMA_LOT04_COMP0015,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,16.0386,21.012,45.1036,101.3934,4.9734,14.22,6,41.12,8.99,-0.0048,-0.0119,63.41,62.55,16.0386,21.012,45.1036,101.3934,4.9734,10.0,False,NOMINAL,HEALTHY,-23.18,45.55
IMA_LOT04_COMP0016,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.1579,20.6477,69.982,225.414,6.4898,3.84,2,42.5,6.57,-0.0048,-0.1045,61.59,62.04,14.1579,20.6477,69.982,225.414,6.4898,10.0,False,NOMINAL,HEALTHY,-33.23,-33.08
IMA_LOT04_COMP0017,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3127,21.0246,67.2057,217.2654,6.7119,11.57,7,45.38,8.06,0.0081,0.0888,60.79,62.34,14.3127,21.0246,67.2057,217.2654,6.7119,10.0,False,NOMINAL,HEALTHY,8.01,-9.91
IMA_LOT04_COMP0018,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1213,20.0783,55.8159,147.2963,4.957,13.86,6,41.03,7.67,0.0006,-0.0138,60.09,62.33,15.1213,20.0783,55.8159,147.2963,4.957,10.0,False,NOMINAL,HEALTHY,46.07,-44.91
IMA_LOT04_COMP0019,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.9091,22.2656,64.1108,178.4415,7.3565,10.93,3,41.89,9.15,-0.0067,-0.0821,62.08,62.3,14.9091,22.2656,64.1108,178.4415,7.3565,10.0,False,NOMINAL,HEALTHY,40.19,36.6
IMA_LOT04_COMP0020,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.8309,21.258,90.9189,452.0408,6.4271,4.93,3,43.51,10.1,-0.0241,0.0331,63.03,62.26,14.8309,21.258,90.9189,452.0408,6.4271,10.0,True,DARK_CURRENT_SPIKE_GROWTH,HEALTHY,13.53,-3.57
IMA_LOT04_COMP0021,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.9153,23.1778,71.8356,229.105,7.2625,11.73,6,41.09,6.2,0.0017,-0.0005,60.65,62.23,15.9153,23.1778,71.8356,229.105,7.2625,10.0,False,NOMINAL,HEALTHY,-33.23,-37.64
IMA_LOT04_COMP0022,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1735,20.138,54.6235,138.1685,4.9645,14.03,4,43.68,10.87,-0.0206,0.0022,63.91,62.95,15.1735,20.138,54.6235,138.1685,4.9645,10.0,False,NOMINAL,HEALTHY,-42.21,42.26
IMA_LOT04_COMP0023,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5,19.2249,43.4524,101.7456,4.7249,12.5,12,45.86,10.41,0.0116,0.0104,62.24,62.59,14.5,19.2249,43.4524,101.7456,4.7249,10.0,False,NOMINAL,HEALTHY,35.98,42.6
IMA_LOT04_COMP0024,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4529,19.5518,47.9703,115.9038,5.0989,13.8,4,40.25,7.44,0.0042,-0.0063,62.62,61.65,14.4529,19.5518,47.9703,115.9038,5.0989,10.0,False,NOMINAL,HEALTHY,-36.61,37.29
IMA_LOT04_COMP0025,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.9598,19.0881,36.6295,75.8331,4.1283,17.72,8,44.54,6.37,0.008,-0.0733,64.26,62.37,14.9598,19.0881,36.6295,75.8331,4.1283,10.0,False,NOMINAL,HEALTHY,2.77,12.79
IMA_LOT04_COMP0026,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.786,19.6973,37.4696,77.444,4.9113,10.2,6,40.82,8.98,0.0295,0.0244,62.22,61.61,14.786,19.6973,37.4696,77.444,4.9113,10.0,False,NOMINAL,HEALTHY,-46.85,-23.99
IMA_LOT04_COMP0027,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2234,19.8226,74.2646,261.757,6.5992,12.17,5,38.49,6.1,0.0278,0.0401,64.87,61.26,13.2234,19.8226,74.2646,261.757,6.5992,10.0,False,NOMINAL,HEALTHY,-8.96,-24.97
IMA_LOT04_COMP0028,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4421,20.8943,75.8425,275.6204,6.4522,7.79,3,42.0,8.61,0.0187,0.0439,63.02,62.3,14.4421,20.8943,75.8425,275.6204,6.4522,10.0,False,NOMINAL,HEALTHY,15.86,-38.3
IMA_LOT04_COMP0029,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.09,24.1674,82.606,302.3833,9.0774,7.8,6,44.44,7.04,0.0048,0.0037,61.56,61.55,15.09,24.1674,82.606,302.3833,9.0774,10.0,False,NOMINAL,HEALTHY,43.78,18.06
IMA_LOT04_COMP0030,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.8341,21.0592,58.3588,161.2362,6.2251,10.96,2,40.19,6.72,-0.0023,-0.0253,63.31,61.57,14.8341,21.0592,58.3588,161.2362,6.2251,10.0,False,NOMINAL,HEALTHY,-41.53,30.54
IMA_LOT04_COMP0031,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.4105,22.8212,70.8793,235.1559,7.4107,11.33,7,41.33,8.19,-0.0178,-0.0439,59.07,62.05,15.4105,22.8212,70.8793,235.1559,7.4107,10.0,False,NOMINAL,HEALTHY,-21.99,-48.86
IMA_LOT04_COMP0032,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.9092,21.6266,67.4443,206.6747,6.7174,18.6,3,40.24,8.51,0.0421,0.0577,63.74,61.79,14.9092,21.6266,67.4443,206.6747,6.7174,10.0,False,NOMINAL,HEALTHY,-43.47,-32.91
IMA_LOT04_COMP0033,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.9158,20.8401,67.1761,190.9356,6.9243,7.71,2,40.47,7.81,-0.005,-0.0335,62.84,61.48,13.9158,20.8401,67.1761,190.9356,6.9243,10.0,False,NOMINAL,HEALTHY,47.93,-15.46
IMA_LOT04_COMP0034,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4475,19.781,47.5152,124.5516,5.3335,8.79,5,41.17,10.41,0.0057,0.0224,60.73,62.59,14.4475,19.781,47.5152,124.5516,5.3335,10.0,False,NOMINAL,HEALTHY,-15.04,-20.0
IMA_LOT04_COMP0035,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4203,19.1119,44.8772,103.5683,4.6916,6.02,3,39.31,11.48,0.0126,-0.0167,64.55,61.56,14.4203,19.1119,44.8772,103.5683,4.6916,10.0,False,NOMINAL,HEALTHY,-27.83,8.54
IMA_LOT04_COMP0036,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3648,20.1264,55.1199,164.1348,5.7616,6.4,3,39.39,12.3,-0.0169,0.0549,58.53,62.37,14.3648,20.1264,55.1199,164.1348,5.7616,10.0,False,NOMINAL,HEALTHY,-46.35,36.34
IMA_LOT04_COMP0037,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.9436,21.6247,65.0485,211.1191,6.6811,12.42,6,42.63,9.04,0.0151,0.0342,60.95,63.05,14.9436,21.6247,65.0485,211.1191,6.6811,10.0,False,NOMINAL,HEALTHY,-27.16,29.58
IMA_LOT04_COMP0038,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.8591,19.8851,53.3239,132.996,5.026,14.55,5,41.27,6.05,0.04,0.143,61.8,61.45,14.8591,19.8851,53.3239,132.996,5.026,10.0,False,NOMINAL,HEALTHY,16.77,31.67
IMA_LOT04_COMP0039,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.2921,18.0582,40.5232,81.9626,3.7661,11.28,2,44.13,6.29,-0.0068,-0.0201,63.24,62.31,14.2921,18.0582,40.5232,81.9626,3.7661,10.0,False,NOMINAL,HEALTHY,-42.53,40.92
IMA_LOT04_COMP0040,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.6753,20.5768,50.7354,129.1986,5.9015,12.8,6,40.96,8.66,-0.0263,-0.0217,58.85,62.17,14.6753,20.5768,50.7354,129.1986,5.9015,10.0,False,NOMINAL,HEALTHY,48.96,44.52
IMA_LOT04_COMP0041,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3378,19.8219,52.4339,138.943,5.4841,15.54,7,43.15,9.76,0.0083,0.0689,61.99,61.02,14.3378,19.8219,52.4339,138.943,5.4841,10.0,False,NOMINAL,HEALTHY,-6.1,8.69
IMA_LOT04_COMP0042,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3535,20.4255,54.6547,156.9099,6.072,14.55,2,44.38,10.88,0.0331,-0.0195,62.69,62.45,14.3535,20.4255,54.6547,156.9099,6.072,10.0,False,NOMINAL,HEALTHY,-14.17,-12.78
IMA_LOT04_COMP0043,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1129,16.653,113.5698,750.7063,3.5401,12.94,3,42.2,5.67,0.0249,0.0221,61.38,61.99,13.1129,16.653,113.5698,750.7063,3.5401,10.0,True,THERMAL_RUNAWAY,HEALTHY,-4.87,-43.8
IMA_LOT04_COMP0044,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.796,22.0654,57.3482,154.5071,6.2694,8.82,5,43.8,6.78,0.0314,0.1235,61.23,63.04,15.796,22.0654,57.3482,154.5071,6.2694,10.0,False,NOMINAL,HEALTHY,23.81,3.76
IMA_LOT04_COMP0045,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.2218,22.5701,75.6204,278.1438,7.3483,8.59,9,41.82,8.86,-0.0018,-0.0446,60.46,61.85,15.2218,22.5701,75.6204,278.1438,7.3483,10.0,False,NOMINAL,HEALTHY,20.3,10.77
IMA_LOT04_COMP0046,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.3497,21.7698,52.0439,139.3912,6.4201,12.83,3,40.65,8.76,0.0218,0.007,62.24,62.84,15.3497,21.7698,52.0439,139.3912,6.4201,10.0,False,NOMINAL,HEALTHY,5.63,14.55
IMA_LOT04_COMP0047,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5609,19.9714,50.3318,124.8483,5.4105,11.44,9,42.7,8.63,-0.0052,-0.0188,60.85,62.05,14.5609,19.9714,50.3318,124.8483,5.4105,10.0,False,NOMINAL,HEALTHY,-40.92,-39.22
IMA_LOT04_COMP0048,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.9642,21.5645,72.4839,267.6462,7.6003,14.11,6,44.22,5.58,-0.0104,-0.0298,61.9,62.07,13.9642,21.5645,72.4839,267.6462,7.6003,10.0,False,NOMINAL,HEALTHY,2.95,-28.24
IMA_LOT04_COMP0049,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.8676,18.655,46.0514,107.0797,4.7874,12.46,7,41.29,6.19,-0.0125,0.0091,60.91,62.23,13.8676,18.655,46.0514,107.0797,4.7874,10.0,False,NOMINAL,HEALTHY,39.1,-16.17
IMA_LOT04_COMP0050,LOT_04,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T04_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.8752,21.486,59.1725,165.3019,6.6108,10.75,7,43.63,7.96,0.0053,0.0829,59.98,62.09,14.8752,21.486,59.1725,165.3019,6.6108,10.0,False,NOMINAL,HEALTHY,-26.7,-25.37
