component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
DIG_LOT06_COMP0010,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2412,964.9027,964.9748,965.0242,963.6615,25.468,1.9701,12.112,0.0062,0.0414,33.2,33.3,1.2412,964.9027,964.9748,965.0242,963.6615,50.0,False,NOMINAL,HEALTHY,-18.8,31.39
DIG_LOT06_COMP0011,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1132,875.3166,875.3641,875.4095,874.2034,24.798,1.8883,12.752,0.0056,-0.0253,35.36,35.08,1.1132,875.3166,875.3641,875.4095,874.2034,50.0,False,NOMINAL,HEALTHY,-38.26,-44.96
DIG_LOT06_COMP0012,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3364,1020.7239,1020.7951,1020.8709,1019.3875,26.149,1.9268,13.6,-0.0064,-0.0282,34.96,35.41,1.3364,1020.7239,1020.7951,1020.8709,1019.3875,50.0,False,NOMINAL,HEALTHY,14.21,-6.93
DIG_LOT06_COMP0013,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9511,729.4959,729.5432,729.5317,728.5448,23.57,2.1666,11.978,0.007,-0.0205,34.06,34.5,0.9511,729.4959,729.5432,729.5317,728.5448,50.0,False,NOMINAL,HEALTHY,-11.25,49.68
DIG_LOT06_COMP0014,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2095,925.23,925.3098,925.3729,924.0205,25.519,2.1175,12.344,0.0289,0.0072,33.43,33.61,1.2095,925.23,925.3098,925.3729,924.0205,50.0,False,NOMINAL,HEALTHY,10.12,7.53
DIG_LOT06_COMP0015,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0977,847.7559,847.839,847.801,846.6582,24.185,1.7479,12.731,-0.0077,-0.0333,36.47,36.93,1.0977,847.7559,847.839,847.801,846.6582,50.0,False,NOMINAL,HEALTHY,38.44,-47.98
DIG_LOT06_COMP0016,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0877,839.3568,839.4053,839.4486,838.2691,25.86,2.3153,13.479,-0.0144,0.0278,33.13,33.45,1.0877,839.3568,839.4053,839.4486,838.2691,50.0,False,NOMINAL,HEALTHY,24.3,35.96
DIG_LOT06_COMP0017,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1533,901.9125,901.9531,901.9481,900.7592,23.53,2.5828,14.714,0.0202,-0.0038,34.81,34.89,1.1533,901.9125,901.9531,901.9481,900.7592,50.0,False,NOMINAL,HEALTHY,7.18,25.6
DIG_LOT06_COMP0018,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2809,989.5181,989.5758,989.5959,988.2372,24.981,2.0077,10.895,0.0101,-0.0176,35.43,34.38,1.2809,989.5181,989.5758,989.5959,988.2372,50.0,False,NOMINAL,HEALTHY,28.64,-8.68
DIG_LOT06_COMP0019,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5479,1171.9116,1172.0065,1172.0327,1170.3637,25.917,1.3768,11.59,-0.0021,0.0004,35.2,35.23,1.5479,1171.9116,1172.0065,1172.0327,1170.3637,50.0,False,NOMINAL,HEALTHY,-13.82,18.51
DIG_LOT06_COMP0020,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2106,923.3388,923.3613,923.4585,922.1282,25.337,2.1236,11.965,0.0269,0.1062,35.23,36.76,1.2106,923.3388,923.3613,923.4585,922.1282,50.0,False,NOMINAL,HEALTHY,28.41,-19.11
DIG_LOT06_COMP0021,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3399,1027.6266,1027.6946,1027.7524,1026.2867,23.287,1.7473,13.825,-0.014,-0.0401,35.15,34.94,1.3399,1027.6266,1027.6946,1027.7524,1026.2867,50.0,False,NOMINAL,HEALTHY,-5.93,-26.76
DIG_LOT06_COMP0022,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2579,956.8788,956.8915,957.0308,955.6209,24.273,1.9233,12.169,0.008,-0.0351,32.2,31.99,1.2579,956.8788,956.8915,957.0308,955.6209,50.0,False,NOMINAL,HEALTHY,-3.47,-17.38
DIG_LOT06_COMP0023,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6305,1264.0686,1264.2171,1264.2491,1262.4381,24.26,1.8835,12.01,0.0019,0.0366,35.3,35.17,1.6305,1264.0686,1264.2171,1264.2491,1262.4381,50.0,False,NOMINAL,HEALTHY,37.86,-5.28
DIG_LOT06_COMP0024,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1658,920.8048,920.8515,920.9297,919.639,26.47,1.9556,12.705,-0.0271,0.0523,33.33,33.61,1.1658,920.8048,920.8515,920.9297,919.639,50.0,False,NOMINAL,HEALTHY,45.77,34.42
DIG_LOT06_COMP0025,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1066,843.4889,843.5632,843.6568,842.3823,25.682,2.0707,12.44,0.0189,0.0079,34.03,33.86,1.1066,843.4889,843.5632,843.6568,842.3823,50.0,False,NOMINAL,HEALTHY,1.92,-28.58
DIG_LOT06_COMP0026,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1884,906.2672,906.3152,906.3574,905.0788,24.204,2.2269,13.52,0.0038,0.1119,32.6,32.88,1.1884,906.2672,906.3152,906.3574,905.0788,50.0,False,NOMINAL,HEALTHY,46.85,-47.48
DIG_LOT06_COMP0027,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0543,828.021,828.1044,828.1707,826.9667,21.279,2.0412,12.171,-0.0103,-0.0771,34.82,34.32,1.0543,828.021,828.1044,828.1707,826.9667,50.0,False,NOMINAL,HEALTHY,-4.73,-49.48
DIG_LOT06_COMP0028,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2157,927.235,927.2585,927.3004,926.0193,24.9,2.1571,12.395,-0.0199,0.029,35.84,35.63,1.2157,927.235,927.2585,927.3004,926.0193,50.0,False,NOMINAL,HEALTHY,-44.1,-44.85
DIG_LOT06_COMP0029,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2963,985.8092,985.8881,985.8943,984.5129,24.151,1.9339,13.179,0.0149,-0.001,36.27,36.17,1.2963,985.8092,985.8881,985.8943,984.5129,50.0,False,NOMINAL,HEALTHY,4.65,-16.36
DIG_LOT06_COMP0030,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9813,745.6724,745.7068,745.8016,744.6911,23.508,1.6262,12.52,-0.0099,0.0462,36.89,37.12,0.9813,745.6724,745.7068,745.8016,744.6911,50.0,False,NOMINAL,HEALTHY,36.56,-18.23
DIG_LOT06_COMP0031,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3853,1055.2433,1055.255,1055.3625,1053.858,27.838,2.364,13.439,0.0163,0.0501,34.27,34.6,1.3853,1055.2433,1055.255,1055.3625,1053.858,50.0,False,NOMINAL,HEALTHY,39.21,2.1
DIG_LOT06_COMP0032,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.8924,684.1634,684.1623,684.1796,683.271,24.265,2.2272,13.183,-0.0043,0.0049,34.89,35.13,0.8924,684.1634,684.1623,684.1796,683.271,50.0,False,NOMINAL,HEALTHY,-30.91,42.93
DIG_LOT06_COMP0033,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5161,1166.1501,1166.2435,1166.3327,1164.634,25.583,2.1227,13.342,-0.0193,-0.0655,33.27,32.93,1.5161,1166.1501,1166.2435,1166.3327,1164.634,50.0,False,NOMINAL,HEALTHY,-16.17,2.2
DIG_LOT06_COMP0034,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3941,1057.8289,1057.9702,1057.9617,1056.4348,26.237,1.5062,12.15,0.0025,0.0071,34.09,33.3,1.3941,1057.8289,1057.9702,1057.9617,1056.4348,50.0,False,NOMINAL,HEALTHY,-41.67,4.75
DIG_LOT06_COMP0035,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3311,1007.1203,1007.159,1007.2722,1005.7892,26.242,1.7776,11.482,0.0195,-0.0866,34.68,34.78,1.3311,1007.1203,1007.159,1007.2722,1005.7892,50.0,False,NOMINAL,HEALTHY,-35.53,-27.46
DIG_LOT06_COMP0036,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2493,958.8123,958.9099,958.9128,957.563,24.488,1.4774,13.285,0.0075,0.0129,35.87,35.54,1.2493,958.8123,958.9099,958.9128,957.563,50.0,False,NOMINAL,HEALTHY,15.07,46.53
DIG_LOT06_COMP0037,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.15,889.2546,889.3822,889.3152,888.1046,26.262,1.8769,12.184,0.0212,-0.0898,36.02,35.16,1.15,889.2546,889.3822,889.3152,888.1046,50.0,False,NOMINAL,HEALTHY,-31.01,2.98
DIG_LOT06_COMP0038,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2589,956.4585,956.5461,956.5732,955.1996,26.864,2.0919,12.314,-0.0177,0.0432,36.3,36.21,1.2589,956.4585,956.5461,956.5732,955.1996,50.0,False,NOMINAL,HEALTHY,-5.19,-21.69
DIG_LOT06_COMP0039,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1685,918.8864,918.9058,918.9533,917.7179,21.731,2.1108,12.772,0.0129,-0.0608,34.56,34.78,1.1685,918.8864,918.9058,918.9533,917.7179,50.0,False,NOMINAL,HEALTHY,-9.16,-21.48
DIG_LOT06_COMP0040,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2406,965.5804,965.6485,965.6895,964.3398,23.613,1.8641,11.868,-0.0047,-0.0608,38.28,38.45,1.2406,965.5804,965.6485,965.6895,964.3398,50.0,False,NOMINAL,HEALTHY,-10.54,-22.98
DIG_LOT06_COMP0041,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1548,892.765,892.8628,892.8766,891.6102,26.124,2.1395,11.977,0.0268,-0.0396,35.08,35.14,1.1548,892.765,892.8628,892.8766,891.6102,50.0,True,DIELECTRIC_OSCILLATION,HEALTHY,19.08,26.7
DIG_LOT06_COMP0042,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1794,911.4809,911.5621,911.64,910.3015,25.642,2.0174,12.594,-0.0315,-0.0198,33.6,33.57,1.1794,911.4809,911.5621,911.64,910.3015,50.0,False,NOMINAL,HEALTHY,-44.12,9.5
DIG_LOT06_COMP0043,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.172,908.3222,908.3907,908.4831,907.1502,24.581,2.2478,11.584,-0.0078,0.0204,34.4,34.24,1.172,908.3222,908.3907,908.4831,907.1502,50.0,False,NOMINAL,HEALTHY,-43.48,-14.87
DIG_LOT06_COMP0044,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.236,974.4772,975.9334,981.9324,973.2412,25.005,2.2162,10.818,0.0236,-0.0293,36.93,35.97,1.236,974.4772,975.9334,981.9324,973.2412,50.0,True,ELECTROMIGRATION,HEALTHY,-10.93,-32.28
DIG_LOT06_COMP0045,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2969,988.1383,988.239,988.2909,986.8414,24.331,1.52,12.083,0.0289,-0.0149,36.98,37.82,1.2969,988.1383,988.239,988.2909,986.8414,50.0,False,NOMINAL,HEALTHY,8.01,-11.68
DIG_LOT06_COMP0046,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.4388,1117.8284,1117.9586,1117.9952,1116.3896,24.748,2.4026,12.883,0.0102,0.0615,35.51,34.88,1.4388,1117.8284,1117.9586,1117.9952,1116.3896,50.0,False,NOMINAL,HEALTHY,49.46,-12.2
DIG_LOT06_COMP0047,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0939,839.7954,839.8748,839.9183,838.7015,26.703,1.6695,12.371,0.0142,0.0152,34.1,34.13,1.0939,839.7954,839.8748,839.9183,838.7015,50.0,False,NOMINAL,HEALTHY,-13.36,-35.91
DIG_LOT06_COMP0048,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1432,886.0594,886.0874,886.1658,884.9162,23.576,2.0814,13.133,0.0168,0.1096,34.22,34.11,1.1432,886.0594,886.0874,886.1658,884.9162,50.0,False,NOMINAL,HEALTHY,-16.29,22.73
DIG_LOT06_COMP0049,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2246,948.1784,948.2671,948.3482,946.9538,22.545,1.9352,13.915,0.0159,0.0224,34.79,34.9,1.2246,948.1784,948.2671,948.3482,946.9538,50.0,False,NOMINAL,HEALTHY,-49.46,37.4
DIG_LOT06_COMP0050,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3974,1067.7983,1067.848,1067.8742,1066.4009,24.357,1.9401,12.676,-0.007,0.0039,34.15,34.05,1.3974,1067.7983,1067.848,1067.8742,1066.4009,50.0,False,NOMINAL,HEALTHY,-37.41,14.96
DIG_LOT06_COMP0051,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3318,1025.2534,1025.3206,1025.3803,1023.9216,24.118,2.1247,12.484,-0.0029,-0.0638,34.09,34.63,1.3318,1025.2534,1025.3206,1025.3803,1023.9216,50.0,False,NOMINAL,HEALTHY,0.06,9.3
DIG_LOT06_COMP0052,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0052,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3733,1045.2226,1045.2884,1045.3324,1043.8493,24.2,1.5345,12.74,-0.0093,-0.0065,34.3,33.52,1.3733,1045.2226,1045.2884,1045.3324,1043.8493,50.0,False,NOMINAL,HEALTHY,-33.25,18.31
DIG_LOT06_COMP0053,LOT_06,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T06_0053,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.1534,912.6546,912.7055,912.7751,911.5012,26.012,1.8094,11.759,0.028,0.0267,36.31,35.89,1.1534,912.6546,912.7055,912.7751,911.5012,50.0,False,NOMINAL,HEALTHY,-26.68,-13.39
