component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MEM_LOT04_COMP0010,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05367,0.08525,0.1016,0.10771,0.03158,130.93,0.00488,5.589,0.00563,-0.021,-0.0461,27.32,28.21,0.05367,0.08525,0.1016,0.10771,0.03158,0.5,False,NOMINAL,HEALTHY,8.53,-40.49
MEM_LOT04_COMP0011,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05215,0.07876,0.09438,0.09778,0.02661,160.3,0.00331,5.638,0.01009,-0.0017,0.0166,27.74,27.56,0.05215,0.07876,0.09438,0.09778,0.02661,0.5,False,NOMINAL,HEALTHY,-31.47,-24.68
MEM_LOT04_COMP0012,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05176,0.08549,0.10276,0.10654,0.03373,186.65,0.00309,5.514,0.00766,0.013,0.043,29.8,28.0,0.05176,0.08549,0.10276,0.10654,0.03373,0.5,False,NOMINAL,HEALTHY,9.64,21.79
MEM_LOT04_COMP0013,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05212,0.09269,0.11403,0.12021,0.04057,169.02,0.00315,5.514,0.01049,-0.025,-0.0051,29.14,28.42,0.05212,0.09269,0.11403,0.12021,0.04057,0.5,False,NOMINAL,HEALTHY,-7.95,16.86
MEM_LOT04_COMP0014,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05524,0.09441,0.11415,0.12014,0.03917,191.49,0.0036,5.475,0.00622,0.0167,0.0064,27.88,27.98,0.05524,0.09441,0.11415,0.12014,0.03917,0.5,False,NOMINAL,HEALTHY,39.37,-14.01
MEM_LOT04_COMP0015,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05358,0.08578,0.10387,0.10601,0.0322,124.0,0.00584,5.572,0.00465,-0.0144,-0.0617,28.92,28.08,0.05358,0.08578,0.10387,0.10601,0.0322,0.5,False,NOMINAL,HEALTHY,-44.25,30.5
MEM_LOT04_COMP0016,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05266,0.08904,0.11049,0.11567,0.03638,136.24,0.00594,4.951,0.00534,-0.0148,-0.0304,27.63,28.38,0.05266,0.08904,0.11049,0.11567,0.03638,0.5,False,NOMINAL,HEALTHY,29.2,-12.2
MEM_LOT04_COMP0017,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05308,0.0869,0.1038,0.10936,0.03382,139.17,0.00368,5.409,0.00904,0.0095,0.0439,25.72,28.07,0.05308,0.0869,0.1038,0.10936,0.03382,0.5,False,NOMINAL,HEALTHY,26.02,40.88
MEM_LOT04_COMP0018,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05281,0.07815,0.08982,0.09168,0.02534,158.11,0.00526,5.229,0.00803,-0.0173,-0.0095,28.96,28.11,0.05281,0.07815,0.08982,0.09168,0.02534,0.5,False,NOMINAL,HEALTHY,28.0,-48.9
MEM_LOT04_COMP0019,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05412,0.09045,0.10926,0.11397,0.03633,149.72,0.00526,5.698,0.00763,0.0063,0.0032,29.08,27.52,0.05412,0.09045,0.10926,0.11397,0.03633,0.5,False,NOMINAL,HEALTHY,-19.87,49.95
MEM_LOT04_COMP0020,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0502,0.08738,0.10846,0.11286,0.03718,215.17,0.00517,5.399,0.00692,-0.0318,0.0608,28.74,27.76,0.0502,0.08738,0.10846,0.11286,0.03718,0.5,False,NOMINAL,HEALTHY,-12.01,-40.56
MEM_LOT04_COMP0021,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05526,0.0862,0.10518,0.10791,0.03094,144.91,0.00499,5.547,0.00901,-0.0136,-0.0282,26.7,28.0,0.05526,0.0862,0.10518,0.10791,0.03094,0.5,False,NOMINAL,HEALTHY,-7.5,-39.95
MEM_LOT04_COMP0022,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05247,0.0928,0.11414,0.11986,0.04033,148.05,0.00347,5.436,0.00883,0.0124,0.0536,25.93,28.37,0.05247,0.0928,0.11414,0.11986,0.04033,0.5,False,NOMINAL,HEALTHY,-47.46,-28.18
MEM_LOT04_COMP0023,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0536,0.08976,0.10892,0.1138,0.03616,168.82,0.00578,5.739,0.00803,-0.0077,0.0378,25.82,28.51,0.0536,0.08976,0.10892,0.1138,0.03616,0.5,False,NOMINAL,HEALTHY,7.98,-28.05
MEM_LOT04_COMP0024,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05275,0.08743,0.24742,0.39429,0.03468,203.34,0.00332,5.572,0.01069,0.0112,-0.0289,28.22,28.21,0.05275,0.08743,0.24742,0.39429,0.03468,0.5,True,THERMAL_RUNAWAY,HEALTHY,29.7,-48.0
MEM_LOT04_COMP0025,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05169,0.08928,0.11066,0.1154,0.03759,216.34,0.00504,5.584,0.00962,-0.0033,0.0039,25.9,27.68,0.05169,0.08928,0.11066,0.1154,0.03759,0.5,False,NOMINAL,HEALTHY,-19.38,-0.81
MEM_LOT04_COMP0026,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05531,0.09524,0.11706,0.12137,0.03993,162.7,0.00456,5.664,0.00606,0.0062,0.0117,26.51,27.7,0.05531,0.09524,0.11706,0.12137,0.03993,0.5,False,NOMINAL,HEALTHY,-8.03,-2.3
MEM_LOT04_COMP0027,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05371,0.09199,0.11206,0.11707,0.03828,127.53,0.00473,6.026,0.00744,0.0006,0.0186,27.4,28.1,0.05371,0.09199,0.11206,0.11707,0.03828,0.5,False,NOMINAL,HEALTHY,-10.82,-8.36
MEM_LOT04_COMP0028,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05522,0.09029,0.10887,0.1136,0.03507,150.87,0.00365,4.961,0.00804,0.005,0.0273,27.14,28.01,0.05522,0.09029,0.10887,0.1136,0.03507,0.5,False,NOMINAL,HEALTHY,-23.53,-2.97
MEM_LOT04_COMP0029,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05509,0.12551,0.12846,0.12923,0.07042,146.33,0.00459,5.621,0.00829,-0.0088,-0.0149,27.39,27.94,0.05509,0.12551,0.12846,0.12923,0.07042,0.5,True,PACKAGING_STRESS_RELAXATION,HEALTHY,18.69,8.68
MEM_LOT04_COMP0030,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05585,0.09493,0.11691,0.12262,0.03908,143.47,0.00385,5.382,0.01049,0.0458,0.0099,28.83,28.1,0.05585,0.09493,0.11691,0.12262,0.03908,0.5,False,NOMINAL,HEALTHY,3.66,16.08
MEM_LOT04_COMP0031,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05226,0.09062,0.11102,0.1166,0.03836,196.92,0.00368,5.933,0.00686,0.003,0.0725,26.55,28.15,0.05226,0.09062,0.11102,0.1166,0.03836,0.5,False,NOMINAL,HEALTHY,47.03,19.3
MEM_LOT04_COMP0032,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05394,0.08474,0.10058,0.1059,0.0308,133.07,0.0038,5.345,0.008,-0.0085,0.0202,26.56,27.96,0.05394,0.08474,0.10058,0.1059,0.0308,0.5,False,NOMINAL,HEALTHY,4.3,5.73
MEM_LOT04_COMP0033,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05498,0.08604,0.10412,0.10702,0.03106,183.41,0.00543,5.703,0.0114,0.0157,0.0678,28.95,27.96,0.05498,0.08604,0.10412,0.10702,0.03106,0.5,False,NOMINAL,HEALTHY,37.91,15.5
MEM_LOT04_COMP0034,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04952,0.08219,0.09759,0.1021,0.03267,158.23,0.00534,5.606,0.00635,-0.014,-0.0519,29.48,28.16,0.04952,0.08219,0.09759,0.1021,0.03267,0.5,False,NOMINAL,HEALTHY,-23.7,48.24
MEM_LOT04_COMP0035,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05502,0.09961,0.12347,0.12958,0.04459,181.53,0.00373,5.391,0.0076,0.0146,0.0199,28.77,28.12,0.05502,0.09961,0.12347,0.12958,0.04459,0.5,False,NOMINAL,HEALTHY,-33.54,-23.69
MEM_LOT04_COMP0036,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.23408,0.24876,0.25806,0.26024,0.01468,150.58,0.00423,5.472,0.00738,0.0183,0.0524,28.83,27.87,0.23408,0.24876,0.25806,0.26024,0.01468,0.5,True,SPATIAL_OUTLIER,HEALTHY,15.99,35.24
MEM_LOT04_COMP0037,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05327,0.08305,0.09968,0.10342,0.02978,150.62,0.0052,5.538,0.00856,-0.0041,-0.0151,28.7,27.37,0.05327,0.08305,0.09968,0.10342,0.02978,0.5,False,NOMINAL,HEALTHY,49.04,-39.72
MEM_LOT04_COMP0038,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0531,0.09139,0.11158,0.11768,0.03829,196.58,0.00309,5.103,0.00886,-0.0062,0.0645,25.45,28.01,0.0531,0.09139,0.11158,0.11768,0.03829,0.5,False,NOMINAL,HEALTHY,-32.07,-29.21
MEM_LOT04_COMP0039,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05197,0.08149,0.09955,0.10418,0.02952,120.02,0.00372,5.212,0.00587,0.0025,-0.0161,31.17,28.29,0.05197,0.08149,0.09955,0.10418,0.02952,0.5,False,NOMINAL,HEALTHY,-22.78,11.57
MEM_LOT04_COMP0040,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05136,0.0923,0.11404,0.11937,0.04094,141.87,0.00398,5.278,0.00672,0.0094,-0.0185,28.79,28.49,0.05136,0.0923,0.11404,0.11937,0.04094,0.5,False,NOMINAL,HEALTHY,-15.51,-21.18
MEM_LOT04_COMP0041,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05344,0.09324,0.11298,0.11731,0.0398,154.89,0.00444,5.63,0.00968,-0.0216,-0.0474,27.73,28.32,0.05344,0.09324,0.11298,0.11731,0.0398,0.5,False,NOMINAL,HEALTHY,-16.87,1.15
MEM_LOT04_COMP0042,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05209,0.08404,0.1012,0.10433,0.03195,179.57,0.00528,5.473,0.00825,-0.0316,-0.0062,26.12,27.98,0.05209,0.08404,0.1012,0.10433,0.03195,0.5,False,NOMINAL,HEALTHY,19.29,-21.03
MEM_LOT04_COMP0043,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05348,0.08329,0.10046,0.1028,0.02981,155.96,0.00569,5.675,0.0034,-0.0307,-0.0509,28.95,28.5,0.05348,0.08329,0.10046,0.1028,0.02981,0.5,False,NOMINAL,HEALTHY,-46.0,-40.09
MEM_LOT04_COMP0044,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05335,0.09273,0.11477,0.11971,0.03938,144.26,0.0049,5.468,0.00935,0.0181,-0.0143,28.37,28.34,0.05335,0.09273,0.11477,0.11971,0.03938,0.5,False,NOMINAL,HEALTHY,-0.02,9.59
MEM_LOT04_COMP0045,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05551,0.08612,0.10308,0.10862,0.03061,140.05,0.00367,5.461,0.00434,-0.0052,-0.0112,29.84,28.1,0.05551,0.08612,0.10308,0.10862,0.03061,0.5,False,NOMINAL,HEALTHY,33.55,-39.07
MEM_LOT04_COMP0046,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05295,0.09271,0.11241,0.11984,0.03976,152.33,0.00406,5.587,0.00644,-0.0391,-0.0231,27.44,27.42,0.05295,0.09271,0.11241,0.11984,0.03976,0.5,False,NOMINAL,HEALTHY,44.06,6.78
MEM_LOT04_COMP0047,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05248,0.08441,0.09976,0.10497,0.03193,184.72,0.00534,5.321,0.00702,-0.0127,-0.0678,27.87,28.45,0.05248,0.08441,0.09976,0.10497,0.03193,0.5,False,NOMINAL,HEALTHY,-29.43,-31.1
MEM_LOT04_COMP0048,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05057,0.07468,0.08672,0.09083,0.02411,166.59,0.00513,5.517,0.01201,0.0076,-0.0545,29.36,28.0,0.05057,0.07468,0.08672,0.09083,0.02411,0.5,False,NOMINAL,HEALTHY,-22.3,-29.26
MEM_LOT04_COMP0049,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05125,0.08736,0.10612,0.11072,0.03611,154.27,0.00565,5.755,0.01052,0.0093,0.0108,26.94,27.63,0.05125,0.08736,0.10612,0.11072,0.03611,0.5,False,NOMINAL,HEALTHY,-31.98,25.78
MEM_LOT04_COMP0050,LOT_04,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T04_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05623,0.09384,0.11676,0.12225,0.03761,132.81,0.00439,5.083,0.00701,0.0156,-0.0257,26.26,28.1,0.05623,0.09384,0.11676,0.12225,0.03761,0.5,False,NOMINAL,HEALTHY,-20.18,-10.57
