component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MEM_LOT00_COMP0010,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05537,0.09583,0.11767,0.12354,0.04046,152.72,0.00547,5.595,0.0061,-0.0192,-0.0461,27.34,28.26,0.05537,0.09583,0.11767,0.12354,0.04046,0.5,False,NOMINAL,HEALTHY,35.66,-6.18
MEM_LOT00_COMP0011,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05353,0.08493,0.10218,0.10577,0.0314,128.59,0.0045,5.234,0.01105,-0.0651,-0.0544,27.68,28.24,0.05353,0.08493,0.10218,0.10577,0.0314,0.5,False,NOMINAL,HEALTHY,-45.17,-33.03
MEM_LOT00_COMP0012,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05308,0.08796,0.10478,0.1084,0.03488,161.79,0.00594,5.298,0.00937,-0.0163,-0.0502,28.94,28.03,0.05308,0.08796,0.10478,0.1084,0.03488,0.5,False,NOMINAL,HEALTHY,24.53,-39.55
MEM_LOT00_COMP0013,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05203,0.09026,0.10985,0.11522,0.03823,179.35,0.00513,5.641,0.0045,-0.0255,0.0051,27.8,27.75,0.05203,0.09026,0.10985,0.11522,0.03823,0.5,False,NOMINAL,HEALTHY,32.87,-7.39
MEM_LOT00_COMP0014,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05238,0.08535,0.10402,0.10675,0.03297,149.99,0.0033,5.849,0.00839,0.0044,-0.0169,25.85,27.53,0.05238,0.08535,0.10402,0.10675,0.03297,0.5,False,NOMINAL,HEALTHY,-47.51,-46.11
MEM_LOT00_COMP0015,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05351,0.07276,0.08399,0.08575,0.01925,193.1,0.004,5.098,0.00941,0.0361,0.1608,26.83,27.9,0.05351,0.07276,0.08399,0.08575,0.01925,0.5,False,NOMINAL,HEALTHY,-34.58,34.99
MEM_LOT00_COMP0016,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0513,0.09237,0.11351,0.11852,0.04107,158.18,0.00546,5.227,0.01091,0.0117,0.0076,27.13,27.7,0.0513,0.09237,0.11351,0.11852,0.04107,0.5,False,NOMINAL,HEALTHY,24.7,-39.36
MEM_LOT00_COMP0017,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05419,0.08773,0.10816,0.11079,0.03354,131.26,0.00434,5.643,0.01001,-0.0143,-0.0504,27.92,28.19,0.05419,0.08773,0.10816,0.11079,0.03354,0.5,False,NOMINAL,HEALTHY,-18.81,16.85
MEM_LOT00_COMP0018,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05256,0.08515,0.10675,0.11087,0.03259,136.28,0.00443,5.674,0.01039,-0.022,-0.0463,28.12,28.66,0.05256,0.08515,0.10675,0.11087,0.03259,0.5,False,NOMINAL,HEALTHY,8.74,-15.63
MEM_LOT00_COMP0019,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05337,0.09163,0.11287,0.11731,0.03826,172.67,0.00442,5.421,0.00965,0.0445,0.1256,27.65,28.3,0.05337,0.09163,0.11287,0.11731,0.03826,0.5,False,NOMINAL,HEALTHY,-23.38,-1.64
MEM_LOT00_COMP0020,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05488,0.08555,0.10101,0.10492,0.03067,218.68,0.00331,5.24,0.00989,0.0014,0.1238,28.75,28.47,0.05488,0.08555,0.10101,0.10492,0.03067,0.5,False,NOMINAL,HEALTHY,5.76,32.59
MEM_LOT00_COMP0021,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05249,0.0887,0.10792,0.11243,0.03621,144.65,0.00523,5.804,0.00521,-0.011,0.0524,27.05,27.75,0.05249,0.0887,0.10792,0.11243,0.03621,0.5,False,NOMINAL,HEALTHY,-9.47,14.53
MEM_LOT00_COMP0022,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05203,0.09362,0.11663,0.12147,0.04159,163.31,0.00454,5.753,0.00872,0.013,0.0302,28.58,27.93,0.05203,0.09362,0.11663,0.12147,0.04159,0.5,False,NOMINAL,HEALTHY,-22.33,-18.72
MEM_LOT00_COMP0023,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05219,0.08227,0.09783,0.10236,0.03008,167.17,0.00506,5.572,0.00772,-0.0211,-0.0203,27.43,28.22,0.05219,0.08227,0.09783,0.10236,0.03008,0.5,False,NOMINAL,HEALTHY,39.06,-29.27
MEM_LOT00_COMP0024,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05267,0.08859,0.10808,0.11357,0.03592,134.92,0.00347,5.484,0.00547,0.0172,-0.046,30.36,27.56,0.05267,0.08859,0.10808,0.11357,0.03592,0.5,False,NOMINAL,HEALTHY,-9.1,47.37
MEM_LOT00_COMP0025,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.052,0.08527,0.10529,0.10977,0.03327,107.45,0.00468,5.808,0.01044,-0.0029,0.0541,27.13,28.12,0.052,0.08527,0.10529,0.10977,0.03327,0.5,False,NOMINAL,HEALTHY,-13.58,47.67
MEM_LOT00_COMP0026,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05313,0.08668,0.10567,0.11215,0.03355,198.22,0.00374,5.788,0.00854,-0.0035,0.0236,27.32,27.94,0.05313,0.08668,0.10567,0.11215,0.03355,0.5,False,NOMINAL,HEALTHY,18.91,-14.95
MEM_LOT00_COMP0027,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05327,0.09201,0.11306,0.11896,0.03874,148.22,0.00517,5.506,0.00911,-0.0213,0.0347,26.36,28.3,0.05327,0.09201,0.11306,0.11896,0.03874,0.5,False,NOMINAL,HEALTHY,25.65,19.27
MEM_LOT00_COMP0028,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05328,0.08923,0.10702,0.11167,0.03595,182.47,0.00346,5.549,0.00698,-0.0166,-0.0468,26.64,27.96,0.05328,0.08923,0.10702,0.11167,0.03595,0.5,False,NOMINAL,HEALTHY,-27.65,-2.59
MEM_LOT00_COMP0029,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05147,0.08805,0.10695,0.11174,0.03658,164.04,0.00442,5.386,0.00745,0.03,0.0126,28.29,28.57,0.05147,0.08805,0.10695,0.11174,0.03658,0.5,False,NOMINAL,HEALTHY,23.71,44.54
MEM_LOT00_COMP0030,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05281,0.08616,0.10351,0.10776,0.03335,138.21,0.00427,5.234,0.01093,-0.0274,-0.0965,27.81,28.25,0.05281,0.08616,0.10351,0.10776,0.03335,0.5,False,NOMINAL,HEALTHY,22.04,21.45
MEM_LOT00_COMP0031,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05169,0.08884,0.10559,0.11144,0.03715,100.96,0.00523,5.264,0.01074,0.0025,0.0363,26.28,27.77,0.05169,0.08884,0.10559,0.11144,0.03715,0.5,False,NOMINAL,HEALTHY,23.82,42.97
MEM_LOT00_COMP0032,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05333,0.09677,0.12049,0.12355,0.04344,141.5,0.00365,5.284,0.00596,0.0265,0.0407,28.58,27.56,0.05333,0.09677,0.12049,0.12355,0.04344,0.5,False,NOMINAL,HEALTHY,-28.53,41.28
MEM_LOT00_COMP0033,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05175,0.0941,0.11555,0.1208,0.04235,141.43,0.00304,5.721,0.0062,0.0321,0.0413,28.21,28.73,0.05175,0.0941,0.11555,0.1208,0.04235,0.5,False,NOMINAL,HEALTHY,-10.16,49.84
MEM_LOT00_COMP0034,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0538,0.0842,0.10052,0.10585,0.0304,202.58,0.00327,5.246,0.00919,-0.0288,0.0089,27.97,28.65,0.0538,0.0842,0.10052,0.10585,0.0304,0.5,False,NOMINAL,HEALTHY,48.96,-2.5
MEM_LOT00_COMP0035,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05251,0.08276,0.09942,0.10158,0.03025,114.63,0.00451,5.844,0.00357,-0.0035,-0.052,27.44,27.98,0.05251,0.08276,0.09942,0.10158,0.03025,0.5,False,NOMINAL,HEALTHY,49.9,-6.74
MEM_LOT00_COMP0036,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05135,0.08236,0.10058,0.10205,0.03101,169.35,0.00485,5.433,0.01016,-0.0085,-0.0181,28.27,27.93,0.05135,0.08236,0.10058,0.10205,0.03101,0.5,False,NOMINAL,HEALTHY,6.17,6.82
MEM_LOT00_COMP0037,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05053,0.08736,0.10533,0.11142,0.03683,165.1,0.00381,5.489,0.00602,0.0017,-0.0468,25.16,28.05,0.05053,0.08736,0.10533,0.11142,0.03683,0.5,False,NOMINAL,HEALTHY,-17.59,-10.77
MEM_LOT00_COMP0038,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05306,0.08946,0.10798,0.11295,0.0364,154.32,0.00304,5.274,0.00977,-0.0065,0.0001,28.68,28.33,0.05306,0.08946,0.10798,0.11295,0.0364,0.5,False,NOMINAL,HEALTHY,2.35,-24.49
MEM_LOT00_COMP0039,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05477,0.09719,0.12073,0.12718,0.04242,104.6,0.00423,5.576,0.00764,-0.0136,-0.0391,28.07,27.96,0.05477,0.09719,0.12073,0.12718,0.04242,0.5,False,NOMINAL,HEALTHY,-14.92,40.58
MEM_LOT00_COMP0040,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05347,0.09454,0.11576,0.12017,0.04107,157.96,0.00595,5.516,0.01312,-0.017,0.0248,28.67,28.02,0.05347,0.09454,0.11576,0.12017,0.04107,0.5,False,NOMINAL,HEALTHY,10.83,27.57
MEM_LOT00_COMP0041,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05271,0.09139,0.11196,0.11618,0.03868,196.2,0.00342,5.533,0.00688,-0.0347,0.0962,26.05,28.08,0.05271,0.09139,0.11196,0.11618,0.03868,0.5,False,NOMINAL,HEALTHY,-23.31,16.84
MEM_LOT00_COMP0042,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05433,0.08275,0.09737,0.10283,0.02842,142.15,0.00303,5.621,0.0079,-0.0011,-0.0155,27.54,27.5,0.05433,0.08275,0.09737,0.10283,0.02842,0.5,False,NOMINAL,HEALTHY,45.51,34.77
MEM_LOT00_COMP0043,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05193,0.08683,0.10658,0.11127,0.0349,115.33,0.00374,5.551,0.00924,0.038,-0.0042,26.14,28.35,0.05193,0.08683,0.10658,0.11127,0.0349,0.5,False,NOMINAL,HEALTHY,14.08,-44.11
MEM_LOT00_COMP0044,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05328,0.08844,0.10907,0.11391,0.03516,95.26,0.00515,5.881,0.00726,0.0061,0.0342,29.76,27.68,0.05328,0.08844,0.10907,0.11391,0.03516,0.5,False,NOMINAL,HEALTHY,-11.75,-18.16
MEM_LOT00_COMP0045,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05172,0.0892,0.1081,0.11324,0.03748,144.11,0.00551,5.38,0.00938,0.0057,-0.0065,28.01,28.09,0.05172,0.0892,0.1081,0.11324,0.03748,0.5,False,NOMINAL,HEALTHY,1.89,4.32
MEM_LOT00_COMP0046,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05366,0.07903,0.09432,0.09862,0.02537,119.88,0.00505,5.458,0.0085,-0.0155,0.0315,27.93,28.44,0.05366,0.07903,0.09432,0.09862,0.02537,0.5,False,NOMINAL,HEALTHY,-19.64,9.91
MEM_LOT00_COMP0047,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05052,0.08856,0.10934,0.11477,0.03804,150.16,0.00311,5.385,0.01019,-0.0048,-0.0274,27.32,27.31,0.05052,0.08856,0.10934,0.11477,0.03804,0.5,False,NOMINAL,HEALTHY,-19.26,30.88
MEM_LOT00_COMP0048,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05462,0.09981,0.12327,0.12906,0.04519,167.82,0.00325,5.642,0.00686,0.0131,0.0339,27.72,27.63,0.05462,0.09981,0.12327,0.12906,0.04519,0.5,False,NOMINAL,HEALTHY,-37.36,39.33
MEM_LOT00_COMP0049,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05358,0.09556,0.11802,0.12389,0.04198,134.27,0.00306,5.449,0.00728,-0.0009,-0.0503,25.25,27.68,0.05358,0.09556,0.11802,0.12389,0.04198,0.5,False,NOMINAL,HEALTHY,37.81,-39.89
MEM_LOT00_COMP0050,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05212,0.09203,0.11121,0.11647,0.03991,181.29,0.00371,5.411,0.00952,0.0053,-0.0099,29.31,28.17,0.05212,0.09203,0.11121,0.11647,0.03991,0.5,False,NOMINAL,HEALTHY,8.69,-32.95
MEM_LOT00_COMP0051,LOT_00,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T00_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05272,0.09118,0.11413,0.11691,0.03846,113.17,0.00555,5.559,0.00703,0.0124,0.0265,28.1,27.88,0.05272,0.09118,0.11413,0.11691,0.03846,0.5,False,NOMINAL,HEALTHY,-48.11,-45.02
