component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MEM_LOT02_COMP0010,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04836,0.08514,0.10319,0.10878,0.03678,153.02,0.00556,5.391,0.01057,-0.0098,0.0153,28.83,28.52,0.04836,0.08514,0.10319,0.10878,0.03678,0.5,False,NOMINAL,HEALTHY,-18.86,-43.53
MEM_LOT02_COMP0011,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05196,0.09289,0.11368,0.11894,0.04093,102.65,0.00484,5.735,0.00784,-0.0506,-0.0389,27.94,27.88,0.05196,0.09289,0.11368,0.11894,0.04093,0.5,False,NOMINAL,HEALTHY,8.54,-32.65
MEM_LOT02_COMP0012,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0505,0.08362,0.10016,0.10616,0.03312,135.24,0.00512,5.327,0.00726,-0.0295,0.0162,28.51,27.67,0.0505,0.08362,0.10016,0.10616,0.03312,0.5,False,NOMINAL,HEALTHY,-46.43,-38.93
MEM_LOT02_COMP0013,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05103,0.08896,0.10974,0.11608,0.03793,203.37,0.00308,5.429,0.01324,-0.0036,0.0445,28.74,28.37,0.05103,0.08896,0.10974,0.11608,0.03793,0.5,False,NOMINAL,HEALTHY,-19.95,29.2
MEM_LOT02_COMP0014,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05238,0.08019,0.0966,0.1028,0.02781,148.65,0.00389,5.635,0.01002,-0.0132,0.0915,26.39,27.76,0.05238,0.08019,0.0966,0.1028,0.02781,0.5,False,NOMINAL,HEALTHY,1.38,30.75
MEM_LOT02_COMP0015,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05316,0.07966,0.09329,0.09723,0.0265,162.75,0.00497,6.072,0.00526,0.0061,0.0117,27.54,27.46,0.05316,0.07966,0.09329,0.09723,0.0265,0.5,False,NOMINAL,HEALTHY,32.65,-16.15
MEM_LOT02_COMP0016,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05218,0.08934,0.27797,0.35396,0.03716,114.75,0.00366,5.706,0.00999,0.02,0.0093,26.28,28.01,0.05218,0.08934,0.27797,0.35396,0.03716,0.5,True,MEMS_STICTION_ONSET,HEALTHY,27.47,29.75
MEM_LOT02_COMP0017,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05027,0.08561,0.10328,0.10757,0.03534,180.83,0.00542,5.673,0.00794,0.0018,-0.028,28.16,27.95,0.05027,0.08561,0.10328,0.10757,0.03534,0.5,False,NOMINAL,HEALTHY,36.5,27.24
MEM_LOT02_COMP0018,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04989,0.08767,0.10821,0.1111,0.03778,203.71,0.0045,5.653,0.009,0.0023,-0.0364,27.9,27.91,0.04989,0.08767,0.10821,0.1111,0.03778,0.5,False,NOMINAL,HEALTHY,-26.93,-9.83
MEM_LOT02_COMP0019,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0525,0.07858,0.093,0.0965,0.02608,178.7,0.00419,5.509,0.00556,-0.0282,-0.0147,30.1,28.21,0.0525,0.07858,0.093,0.0965,0.02608,0.5,False,NOMINAL,HEALTHY,31.47,-20.07
MEM_LOT02_COMP0020,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05291,0.08956,0.10731,0.11352,0.03665,172.02,0.00476,5.408,0.00703,0.0107,0.0151,29.16,27.54,0.05291,0.08956,0.10731,0.11352,0.03665,0.5,False,NOMINAL,HEALTHY,-48.13,12.17
MEM_LOT02_COMP0021,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05225,0.08432,0.10152,0.10589,0.03207,138.25,0.00351,5.641,0.00731,-0.0291,-0.0104,26.32,28.07,0.05225,0.08432,0.10152,0.10589,0.03207,0.5,False,NOMINAL,HEALTHY,-37.35,21.02
MEM_LOT02_COMP0022,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05251,0.09068,0.11118,0.11518,0.03817,130.88,0.00545,5.562,0.0088,0.0043,0.0125,28.41,27.79,0.05251,0.09068,0.11118,0.11518,0.03817,0.5,False,NOMINAL,HEALTHY,47.23,-3.33
MEM_LOT02_COMP0023,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05026,0.08502,0.10286,0.10813,0.03476,100.44,0.00406,5.863,0.01048,0.015,0.0801,26.24,27.71,0.05026,0.08502,0.10286,0.10813,0.03476,0.5,False,NOMINAL,HEALTHY,27.86,-0.95
MEM_LOT02_COMP0024,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05309,0.10043,0.12598,0.13183,0.04734,107.08,0.00502,5.608,0.0023,0.0106,0.0917,28.45,28.16,0.05309,0.10043,0.12598,0.13183,0.04734,0.5,False,NOMINAL,HEALTHY,21.96,19.28
MEM_LOT02_COMP0025,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05065,0.08349,0.10014,0.1064,0.03284,141.55,0.00528,5.535,0.01098,0.0057,0.0017,29.57,27.71,0.05065,0.08349,0.10014,0.1064,0.03284,0.5,False,NOMINAL,HEALTHY,-25.56,18.38
MEM_LOT02_COMP0026,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05308,0.1003,0.12511,0.12964,0.04722,147.82,0.00305,5.559,0.00864,0.0215,0.0294,27.72,28.54,0.05308,0.1003,0.12511,0.12964,0.04722,0.5,False,NOMINAL,HEALTHY,7.35,-10.68
MEM_LOT02_COMP0027,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05177,0.09128,0.11048,0.11615,0.03951,106.79,0.00339,5.122,0.0082,0.0001,0.0052,28.19,27.25,0.05177,0.09128,0.11048,0.11615,0.03951,0.5,False,NOMINAL,HEALTHY,-34.86,-18.4
MEM_LOT02_COMP0028,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05193,0.07959,0.09377,0.09736,0.02766,144.8,0.0031,5.404,0.00705,0.0,0.0794,30.0,28.43,0.05193,0.07959,0.09377,0.09736,0.02766,0.5,False,NOMINAL,HEALTHY,-49.66,23.7
MEM_LOT02_COMP0029,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05046,0.08813,0.10464,0.10863,0.03767,62.7,0.00501,5.331,0.00639,0.0144,-0.0228,29.58,28.07,0.05046,0.08813,0.10464,0.10863,0.03767,0.5,False,NOMINAL,HEALTHY,-6.08,-17.55
MEM_LOT02_COMP0030,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05242,0.09243,0.11268,0.11911,0.04001,153.17,0.00451,5.634,0.00888,0.0309,-0.0605,29.34,28.43,0.05242,0.09243,0.11268,0.11911,0.04001,0.5,False,NOMINAL,HEALTHY,22.22,4.63
MEM_LOT02_COMP0031,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04948,0.09251,0.11528,0.1202,0.04303,160.49,0.00548,5.483,0.00713,-0.0053,-0.0516,28.1,27.92,0.04948,0.09251,0.11528,0.1202,0.04303,0.5,False,NOMINAL,HEALTHY,49.93,19.35
MEM_LOT02_COMP0032,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05219,0.09306,0.11668,0.12019,0.04087,152.08,0.00425,5.583,0.00567,-0.0163,-0.0371,27.11,28.69,0.05219,0.09306,0.11668,0.12019,0.04087,0.5,False,NOMINAL,HEALTHY,-26.03,3.37
MEM_LOT02_COMP0033,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05128,0.0856,0.10527,0.11008,0.03432,122.53,0.00301,5.276,0.00862,0.0151,-0.0215,27.46,28.25,0.05128,0.0856,0.10527,0.11008,0.03432,0.5,False,NOMINAL,HEALTHY,-4.47,2.97
MEM_LOT02_COMP0034,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05143,0.08496,0.10391,0.10652,0.03353,156.23,0.00339,6.016,0.01052,0.0151,0.017,28.93,28.12,0.05143,0.08496,0.10391,0.10652,0.03353,0.5,False,NOMINAL,HEALTHY,-7.37,-39.54
MEM_LOT02_COMP0035,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05201,0.08372,0.10346,0.10877,0.03171,149.17,0.0051,5.807,0.00987,-0.0263,0.0291,28.4,27.88,0.05201,0.08372,0.10346,0.10877,0.03171,0.5,False,NOMINAL,HEALTHY,28.97,9.99
MEM_LOT02_COMP0036,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04997,0.08318,0.10082,0.10717,0.03321,135.73,0.00304,5.492,0.00906,0.0033,0.0628,28.43,27.77,0.04997,0.08318,0.10082,0.10717,0.03321,0.5,False,NOMINAL,HEALTHY,15.79,5.23
MEM_LOT02_COMP0037,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04954,0.08765,0.10748,0.11084,0.03811,169.5,0.00498,5.651,0.00442,-0.0135,-0.0628,27.57,27.66,0.04954,0.08765,0.10748,0.11084,0.03811,0.5,False,NOMINAL,HEALTHY,25.27,-15.11
MEM_LOT02_COMP0038,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05205,0.09183,0.11187,0.11872,0.03978,199.25,0.00373,5.132,0.00825,0.0177,0.0154,27.66,28.09,0.05205,0.09183,0.11187,0.11872,0.03978,0.5,False,NOMINAL,HEALTHY,-35.96,35.45
MEM_LOT02_COMP0039,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05023,0.08545,0.10057,0.10555,0.03522,185.14,0.00566,5.187,0.01017,-0.0337,-0.0971,28.48,27.64,0.05023,0.08545,0.10057,0.10555,0.03522,0.5,False,NOMINAL,HEALTHY,38.54,17.33
MEM_LOT02_COMP0040,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05354,0.08895,0.10603,0.11098,0.03541,163.28,0.00418,5.415,0.00434,-0.0067,0.0393,27.69,28.61,0.05354,0.08895,0.10603,0.11098,0.03541,0.5,False,NOMINAL,HEALTHY,-28.37,-25.0
MEM_LOT02_COMP0041,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05206,0.08258,0.09838,0.10215,0.03052,174.21,0.00459,4.94,0.00545,0.0308,-0.0223,28.27,27.98,0.05206,0.08258,0.09838,0.10215,0.03052,0.5,False,NOMINAL,HEALTHY,20.97,1.09
MEM_LOT02_COMP0042,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0525,0.09381,0.11712,0.12167,0.04131,118.51,0.00464,5.487,0.00641,-0.0099,-0.0367,26.03,27.61,0.0525,0.09381,0.11712,0.12167,0.04131,0.5,False,NOMINAL,HEALTHY,-45.76,-23.33
MEM_LOT02_COMP0043,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04708,0.08511,0.10443,0.10918,0.03803,150.21,0.00569,5.64,0.00802,0.0144,0.033,29.22,27.79,0.04708,0.08511,0.10443,0.10918,0.03803,0.5,False,NOMINAL,HEALTHY,-34.44,-46.28
MEM_LOT02_COMP0044,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0512,0.08037,0.09538,0.09852,0.02917,184.49,0.004,5.711,0.00754,0.0066,0.0338,28.25,27.37,0.0512,0.08037,0.09538,0.09852,0.02917,0.5,False,NOMINAL,HEALTHY,-49.33,-31.74
MEM_LOT02_COMP0045,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05116,0.09325,0.11701,0.12146,0.04209,154.35,0.00569,5.492,0.00801,0.0082,0.0547,29.06,28.08,0.05116,0.09325,0.11701,0.12146,0.04209,0.5,False,NOMINAL,HEALTHY,40.64,3.92
MEM_LOT02_COMP0046,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04971,0.08911,0.11055,0.11497,0.0394,214.03,0.0034,5.6,0.00741,0.0183,-0.1074,28.44,27.82,0.04971,0.08911,0.11055,0.11497,0.0394,0.5,False,NOMINAL,HEALTHY,15.83,-17.45
MEM_LOT02_COMP0047,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05104,0.08637,0.1021,0.10874,0.03533,153.25,0.00572,5.687,0.00761,-0.0009,0.0387,27.48,27.78,0.05104,0.08637,0.1021,0.10874,0.03533,0.5,False,NOMINAL,HEALTHY,-17.07,24.36
MEM_LOT02_COMP0048,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05266,0.09257,0.11553,0.1193,0.03991,107.07,0.00407,5.599,0.00665,-0.0121,-0.0519,29.57,27.92,0.05266,0.09257,0.11553,0.1193,0.03991,0.5,False,NOMINAL,HEALTHY,47.88,22.87
MEM_LOT02_COMP0049,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05047,0.0889,0.10798,0.1141,0.03843,167.62,0.0051,5.473,0.00935,-0.03,-0.0468,27.89,27.89,0.05047,0.0889,0.10798,0.1141,0.03843,0.5,False,NOMINAL,HEALTHY,23.91,-39.23
MEM_LOT02_COMP0050,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05424,0.08696,0.10523,0.10913,0.03272,125.67,0.00512,5.658,0.00641,0.0075,0.0079,26.53,28.17,0.05424,0.08696,0.10523,0.10913,0.03272,0.5,False,NOMINAL,HEALTHY,40.8,-3.73
MEM_LOT02_COMP0051,LOT_02,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T02_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0493,0.08279,0.09961,0.10255,0.03349,139.93,0.00502,5.586,0.01014,-0.0041,0.0105,26.43,28.19,0.0493,0.08279,0.09961,0.10255,0.03349,0.5,False,NOMINAL,HEALTHY,-4.69,-29.4
