component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT05_COMP0010,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,44.1238,55.6601,128.5674,288.7028,11.5363,11.91,2,39.47,10.79,0.0161,-0.0854,63.14,62.14,44.1238,55.6601,128.5674,288.7028,11.5363,10.0,True,SPATIAL_OUTLIER,HEALTHY,35.46,8.23
IMA_LOT05_COMP0011,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5213,16.4901,35.6166,79.1585,3.9688,11.17,8,42.51,9.01,0.0375,0.0164,63.56,62.51,12.5213,16.4901,35.6166,79.1585,3.9688,10.0,False,NOMINAL,HEALTHY,-15.35,49.29
IMA_LOT05_COMP0012,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.3872,17.6171,53.4773,153.1522,5.2299,13.69,4,44.2,6.75,-0.0168,-0.0686,62.33,61.99,12.3872,17.6171,53.4773,153.1522,5.2299,10.0,False,NOMINAL,HEALTHY,6.87,39.98
IMA_LOT05_COMP0013,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0213,16.7477,34.5005,64.5498,3.7264,10.77,3,41.54,7.25,-0.0352,0.027,61.65,60.85,13.0213,16.7477,34.5005,64.5498,3.7264,10.0,False,NOMINAL,HEALTHY,5.76,19.4
IMA_LOT05_COMP0014,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2401,16.7445,38.945,93.1194,4.5044,13.55,8,43.19,8.03,0.0153,0.1041,61.95,61.4,12.2401,16.7445,38.945,93.1194,4.5044,10.0,False,NOMINAL,HEALTHY,-23.32,-19.82
IMA_LOT05_COMP0015,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.761,17.0733,38.9104,87.9398,4.3123,15.59,5,41.47,8.28,-0.0221,-0.0761,61.25,61.37,12.761,17.0733,38.9104,87.9398,4.3123,10.0,False,NOMINAL,HEALTHY,28.69,23.8
IMA_LOT05_COMP0016,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.0013,17.0753,53.4104,166.2872,5.074,13.84,3,42.0,12.07,-0.0065,-0.0621,61.66,62.4,12.0013,17.0753,53.4104,166.2872,5.074,10.0,False,NOMINAL,HEALTHY,-38.38,5.02
IMA_LOT05_COMP0017,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7054,20.1053,72.1279,254.0132,6.3999,10.52,5,41.61,8.82,0.0258,-0.0005,61.04,62.41,13.7054,20.1053,72.1279,254.0132,6.3999,10.0,False,NOMINAL,HEALTHY,26.03,22.72
IMA_LOT05_COMP0018,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0257,16.9578,38.6839,90.1428,3.9321,10.07,2,39.89,10.67,0.0173,0.0405,60.17,61.88,13.0257,16.9578,38.6839,90.1428,3.9321,10.0,False,NOMINAL,HEALTHY,32.52,-45.61
IMA_LOT05_COMP0019,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.041,16.5979,41.3594,97.2885,3.5569,12.73,4,45.53,8.69,-0.0231,0.0149,61.77,61.76,13.041,16.5979,41.3594,97.2885,3.5569,10.0,False,NOMINAL,HEALTHY,-6.05,11.65
IMA_LOT05_COMP0020,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.3582,18.8248,62.4183,195.504,6.4666,10.31,6,42.0,7.1,0.0023,0.185,63.95,62.15,12.3582,18.8248,62.4183,195.504,6.4666,10.0,False,NOMINAL,HEALTHY,-22.75,-22.69
IMA_LOT05_COMP0021,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.5465,17.068,38.4381,87.4479,3.5215,14.58,3,42.86,8.66,-0.0187,-0.128,63.74,61.96,13.5465,17.068,38.4381,87.4479,3.5215,10.0,False,NOMINAL,HEALTHY,18.54,-40.44
IMA_LOT05_COMP0022,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9077,19.4671,68.0024,237.3229,6.5594,13.15,3,39.57,7.97,-0.0108,-0.0223,62.98,61.11,12.9077,19.4671,68.0024,237.3229,6.5594,10.0,False,NOMINAL,HEALTHY,48.51,-31.51
IMA_LOT05_COMP0023,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.9886,17.5054,55.6401,172.9649,5.5168,12.49,4,42.08,6.98,-0.0129,-0.1146,61.67,61.96,11.9886,17.5054,55.6401,172.9649,5.5168,10.0,False,NOMINAL,HEALTHY,-0.82,-20.87
IMA_LOT05_COMP0024,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2468,19.729,69.7605,227.7778,6.4822,12.25,6,46.69,8.33,0.021,0.0869,62.96,62.11,13.2468,19.729,69.7605,227.7778,6.4822,10.0,False,NOMINAL,HEALTHY,-32.59,2.36
IMA_LOT05_COMP0025,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5321,16.3353,38.2019,83.3157,3.8032,6.95,10,42.72,7.12,-0.0277,-0.0409,63.42,62.31,12.5321,16.3353,38.2019,83.3157,3.8032,10.0,False,NOMINAL,HEALTHY,-27.94,19.45
IMA_LOT05_COMP0026,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3552,17.0907,38.8759,87.8935,3.7355,9.96,8,40.9,8.36,-0.0141,-0.0594,60.71,61.66,13.3552,17.0907,38.8759,87.8935,3.7355,10.0,False,NOMINAL,HEALTHY,-39.98,2.3
IMA_LOT05_COMP0027,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.6121,15.5652,31.7675,64.9919,2.9531,9.91,2,43.72,9.28,0.0359,0.0378,63.53,62.28,12.6121,15.5652,31.7675,64.9919,2.9531,10.0,False,NOMINAL,HEALTHY,12.47,36.43
IMA_LOT05_COMP0028,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.3292,18.4683,65.1164,227.6335,6.1391,13.02,5,42.56,8.67,-0.0251,-0.0379,62.05,61.67,12.3292,18.4683,65.1164,227.6335,6.1391,10.0,False,NOMINAL,HEALTHY,-39.42,-21.92
IMA_LOT05_COMP0029,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.4456,16.6673,51.6546,158.7655,5.2217,14.1,9,45.7,8.73,0.0081,0.0643,61.46,62.56,11.4456,16.6673,51.6546,158.7655,5.2217,10.0,False,NOMINAL,HEALTHY,15.73,-49.16
IMA_LOT05_COMP0030,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9947,17.4574,50.4548,130.4701,4.4627,14.88,5,40.9,7.17,-0.0017,-0.09,61.98,62.68,12.9947,17.4574,50.4548,130.4701,4.4627,10.0,False,NOMINAL,HEALTHY,-7.45,-40.36
IMA_LOT05_COMP0031,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5966,16.8725,44.0471,110.7073,4.2759,11.45,6,41.99,9.61,0.0001,-0.0552,64.27,60.7,12.5966,16.8725,44.0471,110.7073,4.2759,10.0,False,NOMINAL,HEALTHY,45.39,-0.43
IMA_LOT05_COMP0032,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.6467,19.1378,51.0293,143.0574,5.4911,14.35,2,41.23,8.59,0.002,0.1009,60.3,61.37,13.6467,19.1378,51.0293,143.0574,5.4911,10.0,False,NOMINAL,HEALTHY,-0.29,34.88
IMA_LOT05_COMP0033,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.7806,16.8841,36.0123,81.0554,4.1035,13.86,8,44.5,6.72,0.0072,0.0561,63.95,61.93,12.7806,16.8841,36.0123,81.0554,4.1035,10.0,False,NOMINAL,HEALTHY,22.12,49.94
IMA_LOT05_COMP0034,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2831,16.2457,36.3815,87.9387,3.9626,9.15,3,43.89,8.86,0.0096,-0.0107,61.4,62.41,12.2831,16.2457,36.3815,87.9387,3.9626,10.0,False,NOMINAL,HEALTHY,8.97,-25.35
IMA_LOT05_COMP0035,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1662,19.1491,99.8751,598.7843,5.9829,15.79,6,42.3,9.59,-0.029,0.057,61.87,62.06,13.1662,19.1491,99.8751,598.7843,5.9829,10.0,True,DARK_CURRENT_SPIKE_GROWTH,HEALTHY,-40.49,19.91
IMA_LOT05_COMP0036,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.6226,18.3646,47.8189,128.2695,5.742,11.23,3,44.33,6.18,-0.0086,-0.0458,62.58,62.25,12.6226,18.3646,47.8189,128.2695,5.742,10.0,False,NOMINAL,HEALTHY,28.23,47.85
IMA_LOT05_COMP0037,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.3372,17.6814,53.9091,166.5948,5.3442,14.31,6,42.62,7.89,0.0096,0.019,62.61,60.61,12.3372,17.6814,53.9091,166.5948,5.3442,10.0,False,NOMINAL,HEALTHY,8.13,-14.56
IMA_LOT05_COMP0038,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.6812,20.5066,73.1596,249.9799,6.8254,11.78,2,44.73,9.02,0.0561,0.0531,63.95,61.98,13.6812,20.5066,73.1596,249.9799,6.8254,10.0,False,NOMINAL,HEALTHY,-3.26,-16.15
IMA_LOT05_COMP0039,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4852,18.7325,62.8554,204.0427,6.2473,9.12,6,41.46,10.26,0.0574,0.0695,64.94,62.14,12.4852,18.7325,62.8554,204.0427,6.2473,10.0,False,NOMINAL,HEALTHY,47.83,30.93
IMA_LOT05_COMP0040,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3566,17.0353,34.7365,73.6855,3.6787,14.13,3,38.67,8.84,0.0049,0.0066,62.09,61.5,13.3566,17.0353,34.7365,73.6855,3.6787,10.0,False,NOMINAL,HEALTHY,-42.49,18.78
IMA_LOT05_COMP0041,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.8832,15.3148,28.058,56.4984,3.4316,7.27,3,41.64,6.56,-0.0167,0.0385,61.4,61.62,11.8832,15.3148,28.058,56.4984,3.4316,10.0,False,NOMINAL,HEALTHY,15.35,36.23
IMA_LOT05_COMP0042,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5997,18.5863,58.5073,173.252,5.9866,13.61,4,42.82,5.98,-0.021,-0.0221,60.62,62.0,12.5997,18.5863,58.5073,173.252,5.9866,10.0,False,NOMINAL,HEALTHY,-40.33,-30.18
IMA_LOT05_COMP0043,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0927,17.6163,35.9167,68.1165,3.5236,11.72,6,44.63,4.26,-0.006,0.0323,63.13,62.17,14.0927,17.6163,35.9167,68.1165,3.5236,10.0,False,NOMINAL,HEALTHY,22.82,-13.01
IMA_LOT05_COMP0044,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.0007,16.366,42.2968,107.9563,4.3653,16.02,6,43.0,9.25,0.0118,-0.0067,63.56,61.56,12.0007,16.366,42.2968,107.9563,4.3653,10.0,False,NOMINAL,HEALTHY,-16.0,32.79
IMA_LOT05_COMP0045,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8695,15.6803,33.4932,69.3334,2.8108,11.9,7,43.72,6.01,0.0047,0.03,62.02,62.12,12.8695,15.6803,33.4932,69.3334,2.8108,10.0,False,NOMINAL,HEALTHY,-26.84,-44.02
IMA_LOT05_COMP0046,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.4371,17.057,37.9709,84.8738,3.6199,14.48,2,43.27,8.57,-0.0092,-0.0637,64.1,62.96,13.4371,17.057,37.9709,84.8738,3.6199,10.0,False,NOMINAL,HEALTHY,38.11,26.52
IMA_LOT05_COMP0047,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1196,18.6019,48.7953,134.7349,5.4823,13.07,7,40.13,7.31,0.0166,0.0187,63.35,61.8,13.1196,18.6019,48.7953,134.7349,5.4823,10.0,False,NOMINAL,HEALTHY,-24.95,33.81
IMA_LOT05_COMP0048,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5855,18.305,44.8729,112.7095,5.7195,15.87,4,40.98,7.38,0.0408,0.0863,66.12,61.8,12.5855,18.305,44.8729,112.7095,5.7195,10.0,False,NOMINAL,HEALTHY,1.21,-23.03
IMA_LOT05_COMP0049,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4781,15.8037,29.804,57.5985,3.3256,7.27,5,43.05,8.72,0.0221,0.0634,61.82,62.94,12.4781,15.8037,29.804,57.5985,3.3256,10.0,False,NOMINAL,HEALTHY,4.88,-26.8
IMA_LOT05_COMP0050,LOT_05,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T05_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5136,18.0114,47.3905,122.1467,5.4978,9.1,5,37.15,7.46,0.0102,0.0221,60.21,62.05,12.5136,18.0114,47.3905,122.1467,5.4978,10.0,False,NOMINAL,HEALTHY,18.0,-43.47
