component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MEM_LOT01_COMP0015,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05247,0.09149,0.11393,0.11899,0.03902,161.84,0.00316,5.592,0.00924,0.0139,0.0388,28.5,27.99,0.05247,0.09149,0.11393,0.11899,0.03902,0.5,False,NOMINAL,HEALTHY,-19.09,2.19
MEM_LOT01_COMP0016,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05336,0.09458,0.11676,0.12071,0.04122,137.41,0.00418,5.018,0.00947,0.004,0.0347,27.41,27.68,0.05336,0.09458,0.11676,0.12071,0.04122,0.5,False,NOMINAL,HEALTHY,-2.22,-20.65
MEM_LOT01_COMP0017,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05466,0.08627,0.10351,0.1064,0.03161,127.99,0.00502,5.472,0.00794,0.003,0.0208,27.93,27.49,0.05466,0.08627,0.10351,0.1064,0.03161,0.5,False,NOMINAL,HEALTHY,-18.65,-2.69
MEM_LOT01_COMP0018,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05197,0.08516,0.10488,0.10903,0.03319,112.39,0.0052,5.348,0.00719,0.002,0.0041,28.11,28.04,0.05197,0.08516,0.10488,0.10903,0.03319,0.5,False,NOMINAL,HEALTHY,-13.61,32.24
MEM_LOT01_COMP0019,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05483,0.08902,0.10817,0.11194,0.03419,173.62,0.00556,5.39,0.00846,-0.0175,-0.0384,29.43,27.98,0.05483,0.08902,0.10817,0.11194,0.03419,0.5,False,NOMINAL,HEALTHY,-30.31,-2.73
MEM_LOT01_COMP0020,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05257,0.08117,0.09668,0.09972,0.0286,191.17,0.00507,5.438,0.0133,-0.0278,-0.0462,28.14,28.19,0.05257,0.08117,0.09668,0.09972,0.0286,0.5,False,NOMINAL,HEALTHY,-35.18,-10.52
MEM_LOT01_COMP0021,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05189,0.08792,0.10932,0.11355,0.03603,127.93,0.00523,5.502,0.01011,0.0146,0.092,29.46,28.11,0.05189,0.08792,0.10932,0.11355,0.03603,0.5,False,NOMINAL,HEALTHY,14.85,8.55
MEM_LOT01_COMP0022,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0516,0.0941,0.09704,0.09699,0.0425,145.52,0.00461,5.8,0.00906,0.037,-0.0635,28.83,28.18,0.0516,0.0941,0.09704,0.09699,0.0425,0.5,True,PACKAGING_STRESS_RELAXATION,HEALTHY,-41.88,37.97
MEM_LOT01_COMP0023,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05492,0.085,0.10134,0.10524,0.03008,169.14,0.00474,5.187,0.00902,-0.0051,-0.0275,28.16,27.63,0.05492,0.085,0.10134,0.10524,0.03008,0.5,False,NOMINAL,HEALTHY,-47.37,-49.4
MEM_LOT01_COMP0024,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05395,0.08536,0.10111,0.10667,0.03141,154.13,0.00586,5.308,0.00873,-0.0315,-0.0692,28.7,27.36,0.05395,0.08536,0.10111,0.10667,0.03141,0.5,False,NOMINAL,HEALTHY,8.04,-48.46
MEM_LOT01_COMP0025,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05424,0.09101,0.10975,0.11423,0.03677,153.44,0.00334,5.441,0.00786,-0.0124,-0.0669,29.72,28.28,0.05424,0.09101,0.10975,0.11423,0.03677,0.5,False,NOMINAL,HEALTHY,48.25,-12.5
MEM_LOT01_COMP0026,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.23602,0.25765,0.27112,0.27234,0.02163,144.78,0.00434,5.56,0.0096,0.0063,0.0573,27.63,27.67,0.23602,0.25765,0.27112,0.27234,0.02163,0.5,True,SPATIAL_OUTLIER,HEALTHY,5.59,-47.63
MEM_LOT01_COMP0027,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05457,0.08255,0.09822,0.10308,0.02798,133.56,0.00587,5.255,0.00502,-0.0158,-0.0301,30.3,27.95,0.05457,0.08255,0.09822,0.10308,0.02798,0.5,False,NOMINAL,HEALTHY,20.78,40.32
MEM_LOT01_COMP0028,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0551,0.08415,0.09923,0.1043,0.02905,179.08,0.00589,5.773,0.00856,0.0174,0.0071,28.74,27.52,0.0551,0.08415,0.09923,0.1043,0.02905,0.5,False,NOMINAL,HEALTHY,4.98,-37.22
MEM_LOT01_COMP0029,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05018,0.08836,0.10901,0.11439,0.03818,137.61,0.00467,5.353,0.00394,-0.0028,-0.0275,27.0,28.37,0.05018,0.08836,0.10901,0.11439,0.03818,0.5,False,NOMINAL,HEALTHY,-16.05,10.59
MEM_LOT01_COMP0030,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05346,0.09052,0.11185,0.11594,0.03706,161.7,0.00542,5.256,0.00559,-0.0192,0.0039,27.57,28.17,0.05346,0.09052,0.11185,0.11594,0.03706,0.5,False,NOMINAL,HEALTHY,16.02,-38.02
MEM_LOT01_COMP0031,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05181,0.08788,0.10819,0.11099,0.03607,165.89,0.00451,5.369,0.00463,0.0144,-0.0399,27.1,28.14,0.05181,0.08788,0.10819,0.11099,0.03607,0.5,False,NOMINAL,HEALTHY,31.43,-13.36
MEM_LOT01_COMP0032,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05422,0.0884,0.10801,0.11202,0.03418,74.15,0.00336,5.665,0.00829,-0.0206,-0.0046,27.69,28.06,0.05422,0.0884,0.10801,0.11202,0.03418,0.5,False,NOMINAL,HEALTHY,13.53,41.14
MEM_LOT01_COMP0033,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.23957,0.25299,0.26292,0.26518,0.01342,152.35,0.00577,5.25,0.0071,0.0172,0.0414,27.28,27.58,0.23957,0.25299,0.26292,0.26518,0.01342,0.5,True,SPATIAL_OUTLIER,HEALTHY,41.39,-38.73
MEM_LOT01_COMP0034,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05312,0.0887,0.1077,0.11044,0.03558,144.69,0.0049,5.115,0.00422,-0.0343,0.0378,29.06,28.07,0.05312,0.0887,0.1077,0.11044,0.03558,0.5,False,NOMINAL,HEALTHY,-31.25,-42.51
MEM_LOT01_COMP0035,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05589,0.09297,0.11161,0.11906,0.03708,165.19,0.00562,5.522,0.00298,-0.0287,-0.0323,29.96,27.83,0.05589,0.09297,0.11161,0.11906,0.03708,0.5,False,NOMINAL,HEALTHY,3.01,16.16
MEM_LOT01_COMP0036,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05435,0.08035,0.09039,0.09483,0.026,148.34,0.00549,5.43,0.00713,0.0139,-0.044,28.57,28.02,0.05435,0.08035,0.09039,0.09483,0.026,0.5,False,NOMINAL,HEALTHY,11.8,-14.08
MEM_LOT01_COMP0037,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05232,0.09304,0.11661,0.11972,0.04072,202.74,0.00358,5.702,0.00537,0.0074,0.06,28.49,27.9,0.05232,0.09304,0.11661,0.11972,0.04072,0.5,False,NOMINAL,HEALTHY,36.19,-26.52
MEM_LOT01_COMP0038,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05174,0.09417,0.11541,0.12052,0.04243,186.11,0.00529,5.413,0.00994,0.0118,0.0664,28.65,28.01,0.05174,0.09417,0.11541,0.12052,0.04243,0.5,False,NOMINAL,HEALTHY,-39.75,0.05
MEM_LOT01_COMP0039,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05203,0.08027,0.09154,0.09603,0.02824,185.1,0.00429,5.553,0.00926,0.0189,0.0146,26.98,28.17,0.05203,0.08027,0.09154,0.09603,0.02824,0.5,False,NOMINAL,HEALTHY,-6.67,28.46
MEM_LOT01_COMP0040,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05178,0.07434,0.08696,0.09055,0.02256,148.84,0.00553,5.475,0.00685,-0.0025,0.0437,27.61,28.24,0.05178,0.07434,0.08696,0.09055,0.02256,0.5,False,NOMINAL,HEALTHY,-37.5,-31.07
MEM_LOT01_COMP0041,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05364,0.08408,0.10135,0.10595,0.03044,162.08,0.00375,6.057,0.00656,-0.0168,-0.0448,26.21,28.24,0.05364,0.08408,0.10135,0.10595,0.03044,0.5,False,NOMINAL,HEALTHY,-11.89,-23.74
MEM_LOT01_COMP0042,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.04998,0.08646,0.10684,0.11062,0.03648,137.04,0.00312,5.531,0.00527,0.0306,0.0926,27.58,27.95,0.04998,0.08646,0.10684,0.11062,0.03648,0.5,False,NOMINAL,HEALTHY,-17.6,32.11
MEM_LOT01_COMP0043,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05104,0.08679,0.10481,0.10998,0.03575,113.05,0.00387,5.828,0.00669,-0.0158,0.0477,27.03,28.62,0.05104,0.08679,0.10481,0.10998,0.03575,0.5,False,NOMINAL,HEALTHY,-43.67,46.57
MEM_LOT01_COMP0044,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0547,0.08677,0.10583,0.10781,0.03207,136.67,0.00441,5.676,0.01022,-0.0068,-0.0256,27.2,27.67,0.0547,0.08677,0.10583,0.10781,0.03207,0.5,False,NOMINAL,HEALTHY,-8.47,-42.65
MEM_LOT01_COMP0045,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05187,0.08817,0.1073,0.11313,0.0363,146.71,0.00342,5.674,0.00613,0.0403,-0.0842,28.41,28.62,0.05187,0.08817,0.1073,0.11313,0.0363,0.5,False,NOMINAL,HEALTHY,1.0,5.54
MEM_LOT01_COMP0046,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05205,0.09025,0.10764,0.11226,0.0382,135.55,0.00384,5.399,0.00564,0.0307,0.0804,27.0,28.1,0.05205,0.09025,0.10764,0.11226,0.0382,0.5,False,NOMINAL,HEALTHY,-0.61,36.83
MEM_LOT01_COMP0047,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05069,0.07996,0.09406,0.09722,0.02927,133.71,0.00532,5.656,0.0075,0.0164,0.0546,27.36,28.2,0.05069,0.07996,0.09406,0.09722,0.02927,0.5,False,NOMINAL,HEALTHY,28.0,-47.17
MEM_LOT01_COMP0048,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05339,0.08504,0.10323,0.10721,0.03165,117.05,0.00436,5.925,0.00786,0.0053,-0.0837,27.87,28.03,0.05339,0.08504,0.10323,0.10721,0.03165,0.5,False,NOMINAL,HEALTHY,20.27,-9.52
MEM_LOT01_COMP0049,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.05661,0.09164,0.10835,0.11314,0.03503,141.16,0.00541,5.329,0.01063,-0.029,-0.0421,29.01,27.66,0.05661,0.09164,0.10835,0.11314,0.03503,0.5,False,NOMINAL,HEALTHY,18.94,8.87
MEM_LOT01_COMP0050,LOT_01,MEMS_GYROSCOPE,LCC-20,MEM-SIH-2026,MEMS_THERMAL_STRESS,T01_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,85.0,3.3,168,zero_rate_offset,MECHANICAL,dps,0.0533,0.07834,0.09137,0.09428,0.02504,128.83,0.00356,5.498,0.00723,0.0119,0.0869,27.88,27.78,0.0533,0.07834,0.09137,0.09428,0.02504,0.5,False,NOMINAL,HEALTHY,6.54,-33.89
