component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
PRE_LOT01_COMP0039,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.704,7583.0474,7583.8526,7584.4172,7565.3434,-0.0182,-0.0039,37.58,37.52,17.704,7583.0474,7583.8526,7584.4172,7565.3434,100.0,False,NOMINAL,HEALTHY,38.58,19.17
PRE_LOT01_COMP0040,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,19.5146,8377.3056,8378.252,8378.9972,8357.791,0.0269,0.024,33.35,32.2,19.5146,8377.3056,8378.252,8378.9972,8357.791,100.0,False,NOMINAL,HEALTHY,-13.82,-32.63
PRE_LOT01_COMP0041,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,19.4336,8326.2874,8327.3137,8328.0665,8306.8538,-0.014,0.0109,35.7,35.87,19.4336,8326.2874,8327.3137,8328.0665,8306.8538,100.0,False,NOMINAL,HEALTHY,21.91,9.88
PRE_LOT01_COMP0042,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.2195,7385.9081,7386.8354,7387.4774,7368.6886,0.0113,-0.1327,36.42,36.47,17.2195,7385.9081,7386.8354,7387.4774,7368.6886,100.0,False,NOMINAL,HEALTHY,38.84,40.35
PRE_LOT01_COMP0043,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.171,6924.6132,6925.243,6925.6574,6908.4422,-0.0032,0.0585,35.19,35.31,16.171,6924.6132,6925.243,6925.6574,6908.4422,100.0,False,NOMINAL,HEALTHY,-25.16,-34.03
PRE_LOT01_COMP0044,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,20.147,8645.2599,8646.2745,8647.1071,8625.1129,-0.0009,0.0254,36.4,36.7,20.147,8645.2599,8646.2745,8647.1071,8625.1129,100.0,False,NOMINAL,HEALTHY,0.32,-5.46
PRE_LOT01_COMP0045,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.9372,7250.1128,7250.9075,7251.4576,7233.1756,0.0188,-0.036,34.5,34.48,16.9372,7250.1128,7250.9075,7251.4576,7233.1756,100.0,False,NOMINAL,HEALTHY,-4.99,25.48
PRE_LOT01_COMP0046,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,20.1262,8634.3026,8635.1375,8635.7976,8614.1764,-0.0046,0.1152,34.86,35.17,20.1262,8634.3026,8635.1375,8635.7976,8614.1764,100.0,False,NOMINAL,HEALTHY,27.28,-19.04
PRE_LOT01_COMP0047,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,18.4552,7915.1755,7916.1075,7916.7136,7896.7203,-0.0231,-0.0697,34.37,34.69,18.4552,7915.1755,7916.1075,7916.7136,7896.7203,100.0,False,NOMINAL,HEALTHY,-32.68,-22.43
PRE_LOT01_COMP0048,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,17.5068,7504.6842,7505.5323,7506.1895,7487.1774,0.025,0.0928,34.49,34.99,17.5068,7504.6842,7505.5323,7506.1895,7487.1774,100.0,False,NOMINAL,HEALTHY,-47.82,-11.41
PRE_LOT01_COMP0049,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,18.1977,7799.1874,7800.1753,7800.9267,7780.9897,0.0398,0.0719,34.7,34.71,18.1977,7799.1874,7800.1753,7800.9267,7780.9897,100.0,False,NOMINAL,HEALTHY,-24.54,47.87
PRE_LOT01_COMP0050,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,18.9583,8116.8884,8117.7922,8118.5107,8097.9301,-0.0075,-0.0564,35.98,35.47,18.9583,8116.8884,8117.7922,8118.5107,8097.9301,100.0,False,NOMINAL,HEALTHY,34.23,-7.33
PRE_LOT01_COMP0051,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,16.7536,7194.5105,7195.2824,7195.8065,7177.7569,-0.0015,-0.0147,35.96,35.63,16.7536,7194.5105,7195.2824,7195.8065,7177.7569,100.0,False,NOMINAL,HEALTHY,7.36,43.49
PRE_LOT01_COMP0052,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0052,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,14.7773,6333.8451,6334.6274,6335.1888,6319.0678,-0.0011,-0.0239,33.65,33.11,14.7773,6333.8451,6334.6274,6335.1888,6319.0678,100.0,False,NOMINAL,HEALTHY,40.47,0.59
PRE_LOT01_COMP0053,LOT_01,PRECISION_VOLTAGE_REF,LCC-20,PRE-SIH-2026,THERMAL_BURN_IN,T01_0053,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,output_voltage_drift,ELECTRICAL,uV,21.6591,9273.2721,9274.3923,9275.2233,9251.613,0.0191,-0.0077,35.61,35.8,21.6591,9273.2721,9274.3923,9275.2233,9251.613,100.0,False,NOMINAL,HEALTHY,-12.89,30.54
