component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT02_COMP0015,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.9401,16.6519,56.892,181.993,4.7118,11.29,7,43.05,7.16,0.0369,0.026,60.18,61.83,11.9401,16.6519,56.892,181.993,4.7118,10.0,False,NOMINAL,HEALTHY,-15.69,-43.57
IMA_LOT02_COMP0016,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9258,15.6718,30.8388,60.2812,2.746,14.24,1,42.79,7.9,-0.02,-0.0093,61.06,62.11,12.9258,15.6718,30.8388,60.2812,2.746,10.0,False,NOMINAL,HEALTHY,-49.93,33.96
IMA_LOT02_COMP0017,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7557,16.7959,33.3925,62.2659,3.0402,8.71,1,44.33,9.05,-0.0308,0.0132,59.96,62.68,13.7557,16.7959,33.3925,62.2659,3.0402,10.0,False,NOMINAL,HEALTHY,-40.79,25.83
IMA_LOT02_COMP0018,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4954,15.9997,37.0183,83.8362,3.5043,11.96,6,44.29,9.42,0.0238,0.0443,62.1,62.47,12.4954,15.9997,37.0183,83.8362,3.5043,10.0,False,NOMINAL,HEALTHY,-41.02,-41.72
IMA_LOT02_COMP0019,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0075,19.0289,64.5342,220.4554,6.0214,10.45,4,39.94,8.84,0.0053,0.0334,63.27,61.89,13.0075,19.0289,64.5342,220.4554,6.0214,10.0,False,NOMINAL,HEALTHY,-14.04,20.52
IMA_LOT02_COMP0020,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1646,17.691,51.3889,143.8403,4.5264,10.4,4,41.97,5.3,0.0009,-0.0439,63.86,62.14,13.1646,17.691,51.3889,143.8403,4.5264,10.0,False,NOMINAL,HEALTHY,48.95,-48.5
IMA_LOT02_COMP0021,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2655,16.8286,46.6379,129.5748,4.5631,8.27,4,39.94,6.43,0.0331,0.0638,61.35,62.46,12.2655,16.8286,46.6379,129.5748,4.5631,10.0,False,NOMINAL,HEALTHY,20.39,-12.24
IMA_LOT02_COMP0022,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3078,20.9077,67.4509,218.5998,7.5999,9.71,3,42.88,11.38,-0.0096,0.0229,61.09,61.59,13.3078,20.9077,67.4509,218.5998,7.5999,10.0,True,DIELECTRIC_OSCILLATION,HEALTHY,-32.56,23.29
IMA_LOT02_COMP0023,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1065,18.0032,53.9538,158.9085,4.8967,17.86,8,40.25,7.63,-0.0067,-0.1024,61.1,61.96,13.1065,18.0032,53.9538,158.9085,4.8967,10.0,False,NOMINAL,HEALTHY,-13.11,37.11
IMA_LOT02_COMP0024,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.4222,19.3548,60.4426,174.0267,5.9326,14.34,3,41.13,9.07,-0.0477,-0.0344,62.22,61.53,13.4222,19.3548,60.4426,174.0267,5.9326,10.0,False,NOMINAL,HEALTHY,41.98,28.53
IMA_LOT02_COMP0025,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5246,17.9631,69.9708,339.7046,5.4385,7.62,3,38.77,8.34,-0.0182,-0.0747,61.95,61.12,12.5246,17.9631,69.9708,339.7046,5.4385,10.0,True,DARK_CURRENT_SPIKE_GROWTH,HEALTHY,49.26,-43.39
IMA_LOT02_COMP0026,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.1884,17.5923,49.468,143.1892,5.4039,12.72,6,38.73,9.74,0.0018,0.0706,61.04,61.5,12.1884,17.5923,49.468,143.1892,5.4039,10.0,False,NOMINAL,HEALTHY,-17.31,-33.79
IMA_LOT02_COMP0027,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4154,16.5699,40.0248,105.215,4.1545,11.38,2,40.42,8.51,-0.0202,0.0897,63.9,62.16,12.4154,16.5699,40.0248,105.215,4.1545,10.0,False,NOMINAL,HEALTHY,-41.57,-5.89
IMA_LOT02_COMP0028,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3565,17.2516,42.2164,97.1574,3.8951,14.67,4,40.17,5.5,0.0107,0.0149,62.5,62.63,13.3565,17.2516,42.2164,97.1574,3.8951,10.0,False,NOMINAL,HEALTHY,-10.4,-30.51
IMA_LOT02_COMP0029,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.4178,16.6569,35.6067,72.5057,3.2391,14.3,1,43.09,7.74,-0.0035,-0.036,61.93,62.26,13.4178,16.6569,35.6067,72.5057,3.2391,10.0,False,NOMINAL,HEALTHY,-4.08,-23.14
IMA_LOT02_COMP0030,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8707,15.9019,34.5713,74.4035,3.0312,9.79,10,43.64,8.03,-0.013,-0.0692,62.33,62.08,12.8707,15.9019,34.5713,74.4035,3.0312,10.0,False,NOMINAL,HEALTHY,10.83,-39.29
IMA_LOT02_COMP0031,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2099,18.4442,55.2679,158.1925,5.2343,14.57,4,42.1,7.71,0.0164,0.0062,59.49,61.57,13.2099,18.4442,55.2679,158.1925,5.2343,10.0,False,NOMINAL,HEALTHY,-12.78,-37.19
IMA_LOT02_COMP0032,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.7224,16.5019,31.3111,59.7182,3.7795,16.11,7,39.67,8.01,-0.0068,-0.0876,62.24,61.55,12.7224,16.5019,31.3111,59.7182,3.7795,10.0,False,NOMINAL,HEALTHY,26.3,-11.88
IMA_LOT02_COMP0033,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.9846,15.7592,31.4688,62.5344,3.7746,12.08,6,44.39,7.69,-0.0139,-0.0014,59.37,62.36,11.9846,15.7592,31.4688,62.5344,3.7746,10.0,False,NOMINAL,HEALTHY,-19.81,41.24
IMA_LOT02_COMP0034,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1761,16.6472,40.0074,90.8012,3.4711,18.93,4,43.49,6.04,-0.0007,0.0795,60.19,62.02,13.1761,16.6472,40.0074,90.8012,3.4711,10.0,False,NOMINAL,HEALTHY,40.09,-10.35
IMA_LOT02_COMP0035,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.047,18.9133,65.6124,227.9824,6.8663,7.46,3,39.73,9.84,-0.0147,0.0479,60.16,61.53,12.047,18.9133,65.6124,227.9824,6.8663,10.0,False,NOMINAL,HEALTHY,-40.43,-20.2
IMA_LOT02_COMP0036,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8585,17.4749,46.9201,126.3472,4.6164,11.95,7,41.18,10.94,0.0009,0.0391,63.18,61.97,12.8585,17.4749,46.9201,126.3472,4.6164,10.0,False,NOMINAL,HEALTHY,-35.61,7.27
IMA_LOT02_COMP0037,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.0038,17.1594,53.0794,158.4738,5.1556,14.9,7,46.5,9.7,-0.0256,-0.0589,60.99,62.04,12.0038,17.1594,53.0794,158.4738,5.1556,10.0,False,NOMINAL,HEALTHY,23.96,-31.41
IMA_LOT02_COMP0038,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1907,19.2387,60.4841,195.4235,6.048,11.92,5,41.71,8.22,-0.0062,-0.037,60.32,62.64,13.1907,19.2387,60.4841,195.4235,6.048,10.0,False,NOMINAL,HEALTHY,28.43,-10.91
IMA_LOT02_COMP0039,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.5945,14.6954,29.7601,56.968,3.1009,15.35,0,42.71,8.75,-0.0016,0.0238,59.61,61.88,11.5945,14.6954,29.7601,56.968,3.1009,10.0,False,NOMINAL,HEALTHY,-38.06,35.42
IMA_LOT02_COMP0040,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4349,16.7774,37.4768,84.6768,4.3425,14.35,3,44.38,6.85,0.0018,0.0258,59.95,61.98,12.4349,16.7774,37.4768,84.6768,4.3425,10.0,False,NOMINAL,HEALTHY,-32.71,-41.9
IMA_LOT02_COMP0041,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0545,18.5112,50.068,142.0401,5.4567,11.42,3,43.82,4.93,-0.0075,0.0776,63.66,62.83,13.0545,18.5112,50.068,142.0401,5.4567,10.0,False,NOMINAL,HEALTHY,-20.58,-35.18
IMA_LOT02_COMP0042,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.3145,18.2928,56.6685,180.6236,5.9783,7.19,3,38.94,8.41,-0.0247,0.025,62.98,61.93,12.3145,18.2928,56.6685,180.6236,5.9783,10.0,False,NOMINAL,HEALTHY,-46.23,19.57
IMA_LOT02_COMP0043,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2181,17.8763,50.2498,133.4411,4.6582,11.75,8,42.59,6.77,-0.0241,-0.0434,63.34,61.49,13.2181,17.8763,50.2498,133.4411,4.6582,10.0,False,NOMINAL,HEALTHY,-13.7,-22.12
IMA_LOT02_COMP0044,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5941,16.4588,37.3769,87.1845,3.8647,14.88,4,42.32,7.87,-0.0116,-0.018,61.92,60.83,12.5941,16.4588,37.3769,87.1845,3.8647,10.0,False,NOMINAL,HEALTHY,13.81,-44.46
IMA_LOT02_COMP0045,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.7356,15.3966,32.341,68.7974,3.661,17.86,7,42.21,7.03,0.0048,-0.0092,61.99,62.23,11.7356,15.3966,32.341,68.7974,3.661,10.0,False,NOMINAL,HEALTHY,24.01,44.65
IMA_LOT02_COMP0046,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8335,17.3954,47.8801,125.7133,4.5619,10.97,7,39.31,6.83,0.0031,0.0071,59.88,62.15,12.8335,17.3954,47.8801,125.7133,4.5619,10.0,False,NOMINAL,HEALTHY,-43.62,47.21
IMA_LOT02_COMP0047,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2737,18.3142,49.5197,127.3053,5.0405,15.96,9,42.28,8.52,0.0181,-0.0331,63.1,62.2,13.2737,18.3142,49.5197,127.3053,5.0405,10.0,False,NOMINAL,HEALTHY,32.84,-20.47
IMA_LOT02_COMP0048,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8831,15.5808,31.6444,65.114,2.6977,13.95,2,40.86,6.99,-0.0285,-0.0803,60.54,62.82,12.8831,15.5808,31.6444,65.114,2.6977,10.0,False,NOMINAL,HEALTHY,48.19,-24.91
IMA_LOT02_COMP0049,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9318,18.51,43.9136,112.6099,5.5782,4.34,4,42.41,5.05,-0.0188,0.0903,61.39,62.52,12.9318,18.51,43.9136,112.6099,5.5782,10.0,False,NOMINAL,HEALTHY,-12.87,45.31
IMA_LOT02_COMP0050,LOT_02,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T02_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1664,19.9488,69.3813,273.1787,6.7824,14.18,2,38.27,4.13,-0.0031,0.0411,62.05,61.53,13.1664,19.9488,69.3813,273.1787,6.7824,10.0,False,NOMINAL,HEALTHY,-47.03,29.75
