component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT03_COMP0016,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5137,20.6304,63.2696,184.0166,6.1167,7.32,2,42.69,9.75,-0.0303,0.011,61.4,62.34,14.5137,20.6304,63.2696,184.0166,6.1167,10.0,False,NOMINAL,HEALTHY,-43.04,17.81
IMA_LOT03_COMP0017,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0162,18.683,37.7907,77.5177,4.6668,12.43,4,40.55,5.43,0.0005,0.0174,62.48,61.94,14.0162,18.683,37.7907,77.5177,4.6668,10.0,False,NOMINAL,HEALTHY,39.85,33.11
IMA_LOT03_COMP0018,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.692,21.3661,78.0152,273.2778,7.6741,9.15,5,42.58,7.44,-0.0073,-0.0643,60.6,62.44,13.692,21.3661,78.0152,273.2778,7.6741,10.0,False,NOMINAL,HEALTHY,-35.24,42.87
IMA_LOT03_COMP0019,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.2539,20.1975,65.8373,198.3418,5.9436,11.35,6,43.73,9.65,0.0102,0.0298,62.86,61.93,14.2539,20.1975,65.8373,198.3418,5.9436,10.0,False,NOMINAL,HEALTHY,-22.32,-6.15
IMA_LOT03_COMP0020,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3775,21.1473,104.4047,620.4442,6.7698,14.14,4,41.53,7.09,-0.0249,-0.0036,63.89,62.14,14.3775,21.1473,104.4047,620.4442,6.7698,10.0,True,DARK_CURRENT_SPIKE_GROWTH,HEALTHY,-43.92,15.93
IMA_LOT03_COMP0021,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.1766,17.833,34.5724,66.1858,3.6564,9.1,3,41.72,6.75,0.0087,0.0705,61.9,61.57,14.1766,17.833,34.5724,66.1858,3.6564,10.0,False,NOMINAL,HEALTHY,-30.2,-1.37
IMA_LOT03_COMP0022,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.8436,17.335,36.6971,73.6205,3.4914,6.67,3,43.21,5.24,0.0026,-0.0119,64.49,61.48,13.8436,17.335,36.6971,73.6205,3.4914,10.0,False,NOMINAL,HEALTHY,-30.55,23.29
IMA_LOT03_COMP0023,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7875,16.7866,35.1611,70.9528,2.9991,8.81,5,38.71,8.02,-0.0243,-0.0322,63.38,63.67,13.7875,16.7866,35.1611,70.9528,2.9991,10.0,False,NOMINAL,HEALTHY,12.14,-14.77
IMA_LOT03_COMP0024,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.223,18.9478,45.2635,106.5841,4.7248,14.16,12,42.1,6.84,0.0039,-0.0013,59.67,61.99,14.223,18.9478,45.2635,106.5841,4.7248,10.0,False,NOMINAL,HEALTHY,-14.49,23.55
IMA_LOT03_COMP0025,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3425,18.5606,42.3054,98.8963,4.2181,13.27,4,38.6,3.17,-0.0033,0.009,60.68,61.52,14.3425,18.5606,42.3054,98.8963,4.2181,10.0,False,NOMINAL,HEALTHY,42.52,10.86
IMA_LOT03_COMP0026,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7097,19.2629,54.1703,153.8402,5.5532,11.24,2,44.64,7.94,-0.0245,-0.1075,61.09,62.22,13.7097,19.2629,54.1703,153.8402,5.5532,10.0,False,NOMINAL,HEALTHY,46.21,7.88
IMA_LOT03_COMP0027,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.4164,16.2911,33.0086,63.6832,2.8747,9.12,3,41.36,9.36,-0.0185,-0.0663,62.72,62.09,13.4164,16.2911,33.0086,63.6832,2.8747,10.0,False,NOMINAL,HEALTHY,-32.58,28.35
IMA_LOT03_COMP0028,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2887,17.9873,44.7091,112.8285,4.6986,8.11,11,40.95,9.81,-0.0234,0.0909,62.69,61.89,13.2887,17.9873,44.7091,112.8285,4.6986,10.0,False,NOMINAL,HEALTHY,17.26,15.14
IMA_LOT03_COMP0029,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.5216,20.8946,68.5325,254.7844,7.373,14.02,7,42.85,9.6,-0.0062,0.0269,62.76,61.18,13.5216,20.8946,68.5325,254.7844,7.373,10.0,False,NOMINAL,HEALTHY,28.88,-16.15
IMA_LOT03_COMP0030,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.3483,19.5427,55.0024,159.2954,5.1944,9.19,9,39.07,6.8,0.0125,-0.0145,62.1,62.01,14.3483,19.5427,55.0024,159.2954,5.1944,10.0,False,NOMINAL,HEALTHY,-39.1,25.5
IMA_LOT03_COMP0031,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.3798,19.9797,65.647,221.9696,6.5999,11.81,5,40.08,10.05,-0.018,-0.0499,59.36,61.38,13.3798,19.9797,65.647,221.9696,6.5999,10.0,False,NOMINAL,HEALTHY,37.85,3.39
IMA_LOT03_COMP0032,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0388,19.551,50.2003,133.7741,5.5122,11.49,4,41.81,9.65,0.0091,0.0196,59.35,62.88,14.0388,19.551,50.2003,133.7741,5.5122,10.0,False,NOMINAL,HEALTHY,39.72,6.53
IMA_LOT03_COMP0033,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2398,17.0593,35.1589,65.327,3.8195,8.5,5,40.38,7.8,0.0027,-0.0251,63.25,62.66,13.2398,17.0593,35.1589,65.327,3.8195,10.0,False,NOMINAL,HEALTHY,-36.93,12.55
IMA_LOT03_COMP0034,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.6346,16.8529,35.3053,71.172,3.2183,10.84,5,40.47,9.67,-0.0127,-0.1382,64.48,63.56,13.6346,16.8529,35.3053,71.172,3.2183,10.0,False,NOMINAL,HEALTHY,24.13,32.62
IMA_LOT03_COMP0035,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,15.1518,20.1169,51.9102,123.9201,4.9651,14.6,3,42.09,7.63,0.0231,-0.0298,62.76,61.64,15.1518,20.1169,51.9102,123.9201,4.9651,10.0,False,NOMINAL,HEALTHY,41.87,3.53
IMA_LOT03_COMP0036,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2521,16.5067,36.4547,74.3609,3.2546,12.43,5,44.12,10.6,0.0183,0.1177,64.03,62.13,13.2521,16.5067,36.4547,74.3609,3.2546,10.0,False,NOMINAL,HEALTHY,47.51,38.07
IMA_LOT03_COMP0037,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.5413,18.1228,34.5266,65.7956,3.5815,10.4,5,42.15,7.09,-0.0159,0.0419,61.36,62.6,14.5413,18.1228,34.5266,65.7956,3.5815,10.0,False,NOMINAL,HEALTHY,-43.11,-35.38
IMA_LOT03_COMP0038,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7074,17.0112,32.0085,62.2193,3.3038,14.44,5,44.54,9.44,0.0151,-0.0389,59.96,62.33,13.7074,17.0112,32.0085,62.2193,3.3038,10.0,False,NOMINAL,HEALTHY,-49.33,18.65
IMA_LOT03_COMP0039,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.5582,17.5888,33.5061,64.9472,4.0306,13.85,3,39.92,7.9,-0.0201,-0.1753,61.44,62.61,13.5582,17.5888,33.5061,64.9472,4.0306,10.0,False,NOMINAL,HEALTHY,20.09,-35.4
IMA_LOT03_COMP0040,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2035,19.2033,51.1251,133.1446,5.9998,13.66,7,39.88,8.11,-0.0144,-0.0658,63.2,62.06,13.2035,19.2033,51.1251,133.1446,5.9998,10.0,False,NOMINAL,HEALTHY,22.13,9.35
IMA_LOT03_COMP0041,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.484,16.6588,38.9032,82.7567,3.1748,20.42,1,44.84,10.72,-0.0028,0.0345,65.74,61.64,13.484,16.6588,38.9032,82.7567,3.1748,10.0,False,NOMINAL,HEALTHY,-48.17,-9.97
IMA_LOT03_COMP0042,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.9397,17.7441,38.3699,85.7525,3.8044,11.13,3,42.56,6.6,0.0138,-0.0442,63.87,61.96,13.9397,17.7441,38.3699,85.7525,3.8044,10.0,False,NOMINAL,HEALTHY,48.46,20.86
IMA_LOT03_COMP0043,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.7552,18.2336,39.265,83.3585,3.4784,11.11,5,39.48,8.21,-0.0093,0.0224,63.45,63.18,14.7552,18.2336,39.265,83.3585,3.4784,10.0,False,NOMINAL,HEALTHY,48.35,-5.27
IMA_LOT03_COMP0044,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0702,18.9483,38.2943,82.6155,4.8781,18.45,6,43.25,9.35,0.0468,0.0358,62.35,61.77,14.0702,18.9483,38.2943,82.6155,4.8781,10.0,False,NOMINAL,HEALTHY,-36.93,13.27
IMA_LOT03_COMP0045,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.4629,19.8059,66.5697,220.3728,5.343,13.93,3,44.36,8.91,-0.0367,-0.0835,63.86,62.25,14.4629,19.8059,66.5697,220.3728,5.343,10.0,False,NOMINAL,HEALTHY,-49.63,-0.35
IMA_LOT03_COMP0046,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.341,19.5551,59.7273,195.7195,6.2141,10.53,8,40.18,9.44,-0.0442,0.0207,62.6,61.44,13.341,19.5551,59.7273,195.7195,6.2141,10.0,False,NOMINAL,HEALTHY,41.37,47.81
IMA_LOT03_COMP0047,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.7058,19.8868,64.8858,209.932,6.181,16.36,4,39.13,5.06,-0.0009,-0.0181,58.44,62.68,13.7058,19.8868,64.8858,209.932,6.181,10.0,False,NOMINAL,HEALTHY,8.06,-14.73
IMA_LOT03_COMP0048,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.0574,21.4109,199.6469,2012.5277,7.3535,13.54,3,41.68,9.02,-0.0298,0.0134,61.66,61.71,14.0574,21.4109,199.6469,2012.5277,7.3535,10.0,True,THERMAL_RUNAWAY,HEALTHY,-39.68,-42.18
IMA_LOT03_COMP0049,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.8944,17.955,39.059,82.4343,4.0606,11.92,6,45.28,10.14,0.0091,0.0767,64.1,62.43,13.8944,17.955,39.059,82.4343,4.0606,10.0,False,NOMINAL,HEALTHY,9.93,6.54
IMA_LOT03_COMP0050,LOT_03,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T03_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,14.6035,18.5391,36.3802,72.4033,3.9356,6.68,5,40.56,7.55,-0.0054,-0.0653,63.91,61.9,14.6035,18.5391,36.3802,72.4033,3.9356,10.0,False,NOMINAL,HEALTHY,-4.83,1.72
