component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,DSNU_DN,hot_pixel_count,supply_current_mA,dark_signal_mean_DN,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
IMA_LOT01_COMP0010,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0010,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5896,17.6176,41.2117,95.7267,5.028,13.45,6,39.73,8.52,0.024,0.0989,61.06,62.06,12.5896,17.6176,41.2117,95.7267,5.028,10.0,False,NOMINAL,HEALTHY,-38.72,-19.06
IMA_LOT01_COMP0011,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0011,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.242,20.272,62.7489,217.2174,7.03,13.79,1,39.29,9.23,0.0137,-0.0183,61.01,62.03,13.242,20.272,62.7489,217.2174,7.03,10.0,False,NOMINAL,HEALTHY,-34.01,22.75
IMA_LOT01_COMP0012,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0012,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1373,19.4611,58.3404,165.2055,6.3238,17.71,6,43.02,4.95,0.0058,0.0296,60.4,61.32,13.1373,19.4611,58.3404,165.2055,6.3238,10.0,False,NOMINAL,HEALTHY,-10.19,25.54
IMA_LOT01_COMP0013,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0013,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9636,15.7368,30.645,65.9259,2.7732,12.38,3,39.53,7.11,-0.0025,0.0605,60.58,61.03,12.9636,15.7368,30.645,65.9259,2.7732,10.0,False,NOMINAL,HEALTHY,-20.98,44.41
IMA_LOT01_COMP0014,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0014,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.6957,15.3383,29.6184,55.2428,2.6426,13.44,5,40.27,7.56,-0.0103,-0.0362,62.64,61.87,12.6957,15.3383,29.6184,55.2428,2.6426,10.0,False,NOMINAL,HEALTHY,7.34,16.37
IMA_LOT01_COMP0015,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0015,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0162,15.8021,30.0283,61.2273,2.7859,10.23,2,40.21,6.57,-0.0133,-0.1168,64.56,61.49,13.0162,15.8021,30.0283,61.2273,2.7859,10.0,False,NOMINAL,HEALTHY,19.21,-47.33
IMA_LOT01_COMP0016,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0016,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.511,19.5846,96.2353,568.4594,7.0736,16.59,5,40.72,9.59,-0.0271,-0.039,62.17,61.77,12.511,19.5846,96.2353,568.4594,7.0736,10.0,True,DARK_CURRENT_SPIKE_GROWTH,HEALTHY,10.42,26.31
IMA_LOT01_COMP0017,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0017,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.7319,17.3372,47.3576,134.0134,4.6053,15.13,6,42.07,9.24,0.0085,0.0061,59.82,61.66,12.7319,17.3372,47.3576,134.0134,4.6053,10.0,False,NOMINAL,HEALTHY,9.34,-3.92
IMA_LOT01_COMP0018,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0018,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9438,18.2379,45.5442,111.6476,5.2941,15.75,4,41.0,6.59,0.0134,0.0002,62.24,61.78,12.9438,18.2379,45.5442,111.6476,5.2941,10.0,False,NOMINAL,HEALTHY,40.58,18.11
IMA_LOT01_COMP0019,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0019,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.6593,16.5446,33.4206,70.7044,3.8853,8.77,5,44.65,8.51,0.0133,0.0962,59.71,62.44,12.6593,16.5446,33.4206,70.7044,3.8853,10.0,False,NOMINAL,HEALTHY,38.12,45.14
IMA_LOT01_COMP0020,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0020,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4806,17.3575,38.3513,89.327,4.8769,11.62,2,42.81,9.9,-0.0051,-0.0458,64.61,61.91,12.4806,17.3575,38.3513,89.327,4.8769,10.0,False,NOMINAL,HEALTHY,3.32,-46.83
IMA_LOT01_COMP0021,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0021,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2092,14.7785,31.1522,56.8709,2.5693,15.04,7,40.97,11.34,-0.0002,-0.0484,61.48,61.68,12.2092,14.7785,31.1522,56.8709,2.5693,10.0,False,NOMINAL,HEALTHY,-44.21,5.41
IMA_LOT01_COMP0022,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0022,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9791,18.5124,46.5728,122.8527,5.5333,9.02,4,42.44,7.58,-0.0275,-0.112,65.11,62.19,12.9791,18.5124,46.5728,122.8527,5.5333,10.0,False,NOMINAL,HEALTHY,-29.23,35.63
IMA_LOT01_COMP0023,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.351,17.7322,44.4162,114.2264,4.3812,11.44,6,44.17,11.28,0.015,0.0892,61.37,62.79,13.351,17.7322,44.4162,114.2264,4.3812,10.0,False,NOMINAL,HEALTHY,-17.95,-2.92
IMA_LOT01_COMP0024,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.1573,16.0074,31.9345,60.1238,3.8501,18.45,3,39.12,9.65,-0.0157,-0.102,63.56,62.69,12.1573,16.0074,31.9345,60.1238,3.8501,10.0,False,NOMINAL,HEALTHY,-34.68,-27.97
IMA_LOT01_COMP0025,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2997,14.8986,30.9789,61.6287,2.5989,12.06,6,40.09,8.18,0.0141,-0.0253,63.31,61.85,12.2997,14.8986,30.9789,61.6287,2.5989,10.0,False,NOMINAL,HEALTHY,-18.69,12.98
IMA_LOT01_COMP0026,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8827,17.8258,41.7548,103.6229,4.9431,9.49,5,42.79,7.32,-0.0082,0.07,62.68,61.61,12.8827,17.8258,41.7548,103.6229,4.9431,10.0,False,NOMINAL,HEALTHY,-28.0,6.36
IMA_LOT01_COMP0027,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1848,17.7099,47.7642,128.4622,4.5251,7.68,5,41.99,6.85,-0.0195,-0.0378,60.32,61.54,13.1848,17.7099,47.7642,128.4622,4.5251,10.0,False,NOMINAL,HEALTHY,-45.4,-16.18
IMA_LOT01_COMP0028,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.9317,18.2852,59.9803,211.7378,6.3535,5.27,5,42.95,7.45,-0.0181,0.0065,63.86,62.12,11.9317,18.2852,59.9803,211.7378,6.3535,10.0,False,NOMINAL,HEALTHY,-46.01,-3.62
IMA_LOT01_COMP0029,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.988,15.88,44.5918,112.3507,3.892,8.87,5,43.93,6.44,0.0111,0.0532,62.11,61.7,11.988,15.88,44.5918,112.3507,3.892,10.0,False,NOMINAL,HEALTHY,-8.61,7.73
IMA_LOT01_COMP0030,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8429,19.8446,64.1633,202.0899,7.0017,16.83,7,40.55,5.9,-0.0308,0.0014,61.53,61.29,12.8429,19.8446,64.1633,202.0899,7.0017,10.0,False,NOMINAL,HEALTHY,16.23,8.1
IMA_LOT01_COMP0031,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.2778,17.2188,43.5833,101.8216,3.941,10.2,4,40.93,6.58,-0.0032,-0.0793,64.88,62.05,13.2778,17.2188,43.5833,101.8216,3.941,10.0,False,NOMINAL,HEALTHY,35.64,10.05
IMA_LOT01_COMP0032,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.0336,17.8816,43.4626,114.8623,4.848,14.11,1,40.75,11.29,-0.012,-0.0145,61.52,61.91,13.0336,17.8816,43.4626,114.8623,4.848,10.0,False,NOMINAL,HEALTHY,-40.93,40.98
IMA_LOT01_COMP0033,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.8903,14.8499,29.2034,58.0091,2.9596,13.87,4,45.11,7.44,0.0248,0.0156,61.84,61.59,11.8903,14.8499,29.2034,58.0091,2.9596,10.0,False,NOMINAL,HEALTHY,33.01,40.47
IMA_LOT01_COMP0034,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.0376,18.0063,51.9194,154.9468,5.9687,12.92,6,39.76,5.68,-0.0127,-0.0883,62.84,61.59,12.0376,18.0063,51.9194,154.9468,5.9687,10.0,False,NOMINAL,HEALTHY,-36.92,-3.49
IMA_LOT01_COMP0035,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.9792,18.9747,61.3316,190.744,5.9955,10.44,4,42.27,7.05,0.0027,0.089,63.13,61.62,12.9792,18.9747,61.3316,190.744,5.9955,10.0,False,NOMINAL,HEALTHY,-41.31,45.74
IMA_LOT01_COMP0036,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.8964,18.343,50.4367,138.9696,5.4466,16.24,5,37.75,5.68,-0.0362,-0.0074,59.62,62.1,12.8964,18.343,50.4367,138.9696,5.4466,10.0,False,NOMINAL,HEALTHY,-14.74,19.42
IMA_LOT01_COMP0037,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.921,16.8487,51.9859,161.1141,4.9277,12.55,6,45.84,11.68,-0.0047,-0.0797,61.81,62.39,11.921,16.8487,51.9859,161.1141,4.9277,10.0,False,NOMINAL,HEALTHY,19.57,39.09
IMA_LOT01_COMP0038,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.7295,19.0598,65.8873,226.1157,6.3303,10.8,9,42.01,7.54,0.0211,0.0454,60.76,62.39,12.7295,19.0598,65.8873,226.1157,6.3303,10.0,False,NOMINAL,HEALTHY,-7.55,25.93
IMA_LOT01_COMP0039,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2901,18.7479,66.7635,241.1085,6.4578,11.23,3,42.51,9.1,0.0298,0.0161,61.83,62.17,12.2901,18.7479,66.7635,241.1085,6.4578,10.0,False,NOMINAL,HEALTHY,-45.34,29.26
IMA_LOT01_COMP0040,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.7995,18.7037,57.8099,177.2582,5.9042,7.57,2,40.89,10.8,-0.0175,-0.0139,64.03,61.66,12.7995,18.7037,57.8099,177.2582,5.9042,10.0,False,NOMINAL,HEALTHY,42.91,32.05
IMA_LOT01_COMP0041,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1917,16.8097,32.5235,63.3975,3.618,11.64,5,43.63,6.55,0.0195,0.1064,60.93,61.81,13.1917,16.8097,32.5235,63.3975,3.618,10.0,False,NOMINAL,HEALTHY,37.39,-13.97
IMA_LOT01_COMP0042,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.5908,19.4061,66.2443,235.7306,6.8153,10.1,4,45.82,9.03,0.0069,0.0252,62.44,61.79,12.5908,19.4061,66.2443,235.7306,6.8153,10.0,False,NOMINAL,HEALTHY,15.47,43.16
IMA_LOT01_COMP0043,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.9732,19.2743,62.1192,200.9571,5.3011,14.9,8,43.59,7.7,-0.019,0.0092,61.44,62.86,13.9732,19.2743,62.1192,200.9571,5.3011,10.0,False,NOMINAL,HEALTHY,46.46,-29.81
IMA_LOT01_COMP0044,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2804,18.0424,64.2373,221.2784,5.762,14.84,5,39.67,8.17,-0.0447,0.0262,61.01,61.13,12.2804,18.0424,64.2373,221.2784,5.762,10.0,False,NOMINAL,HEALTHY,30.32,30.87
IMA_LOT01_COMP0045,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.4795,20.2203,72.6721,258.76,7.7408,7.18,2,41.32,7.0,-0.0113,-0.0314,62.33,62.53,12.4795,20.2203,72.6721,258.76,7.7408,10.0,False,NOMINAL,HEALTHY,12.43,-16.28
IMA_LOT01_COMP0046,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2939,17.9329,48.5896,136.781,5.639,11.73,6,41.11,7.87,-0.012,0.0731,62.16,62.45,12.2939,17.9329,48.5896,136.781,5.639,10.0,False,NOMINAL,HEALTHY,30.93,-44.77
IMA_LOT01_COMP0047,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,13.1185,19.1635,57.7222,190.2574,6.045,6.25,6,40.56,6.84,-0.032,-0.1153,61.86,62.72,13.1185,19.1635,57.7222,190.2574,6.045,10.0,False,NOMINAL,HEALTHY,37.79,-32.95
IMA_LOT01_COMP0048,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.2904,15.8784,37.3849,81.255,3.588,14.25,4,37.98,6.97,0.0145,0.0094,60.12,61.59,12.2904,15.8784,37.3849,81.255,3.588,10.0,True,DIELECTRIC_OSCILLATION,HEALTHY,-15.98,14.84
IMA_LOT01_COMP0049,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,12.0137,17.7411,48.8388,144.6554,5.7274,7.69,1,38.5,7.34,0.0125,0.0084,61.7,62.0,12.0137,17.7411,48.8388,144.6554,5.7274,10.0,False,NOMINAL,HEALTHY,39.12,-48.13
IMA_LOT01_COMP0050,LOT_01,IMAGE_SENSOR,LCC-20,IMA-SIH-2026,IMAGE_SENSOR_DARK_CURRENT_TEST,T01_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,60.0,3.3,168,dark_current_density,OPTICAL,nA/cm2,11.9237,15.2696,36.0927,82.6825,3.3459,8.76,7,40.29,8.37,-0.0014,0.0067,61.3,61.25,11.9237,15.2696,36.0927,82.6825,3.3459,10.0,False,NOMINAL,HEALTHY,12.64,-41.09
