component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y
MIX_LOT01_COMP0023,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0023,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.395,1846.8051,1846.9596,1847.0611,1844.4101,0.0007,-0.0115,36.55,36.37,2.395,1846.8051,1846.9596,1847.0611,1844.4101,75.0,False,NOMINAL,HEALTHY,-46.12,22.2
MIX_LOT01_COMP0024,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0024,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0872,1633.4221,1633.584,1633.6311,1631.3349,-0.0026,0.0271,34.21,33.57,2.0872,1633.4221,1633.584,1633.6311,1631.3349,75.0,False,NOMINAL,HEALTHY,-0.96,41.22
MIX_LOT01_COMP0025,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0025,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.923,1476.3147,1476.4455,1476.5384,1474.3917,0.0018,-0.0546,34.91,35.11,1.923,1476.3147,1476.4455,1476.5384,1474.3917,75.0,False,NOMINAL,HEALTHY,-25.01,21.5
MIX_LOT01_COMP0026,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0026,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0634,1576.6184,1576.7163,1576.8105,1574.555,0.0001,-0.058,33.58,33.36,2.0634,1576.6184,1576.7163,1576.8105,1574.555,75.0,False,NOMINAL,HEALTHY,-15.34,21.35
MIX_LOT01_COMP0027,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0027,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.786,1399.14,1399.2166,1399.3982,1397.354,0.0012,-0.08,35.51,35.38,1.786,1399.14,1399.2166,1399.3982,1397.354,75.0,False,NOMINAL,HEALTHY,-42.57,40.77
MIX_LOT01_COMP0028,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0028,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.309,1762.265,1762.4154,1762.4694,1759.956,-0.0321,-0.1197,36.83,36.71,2.309,1762.265,1762.4154,1762.4694,1759.956,75.0,False,NOMINAL,HEALTHY,15.53,31.24
MIX_LOT01_COMP0029,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0029,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1567,1656.9383,1657.0803,1657.1216,1654.7816,0.0128,0.0709,37.44,37.33,2.1567,1656.9383,1657.0803,1657.1216,1654.7816,75.0,False,NOMINAL,HEALTHY,21.84,-10.35
MIX_LOT01_COMP0030,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0030,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.0833,1604.1167,1604.2352,1604.3416,1602.0334,0.0256,0.0968,33.53,33.82,2.0833,1604.1167,1604.2352,1604.3416,1602.0334,75.0,False,NOMINAL,HEALTHY,38.8,-48.51
MIX_LOT01_COMP0031,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0031,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.7935,1389.5518,1389.6174,1389.7249,1387.7583,0.0182,-0.0289,32.66,33.74,1.7935,1389.5518,1389.6174,1389.7249,1387.7583,75.0,False,NOMINAL,HEALTHY,13.11,-1.88
MIX_LOT01_COMP0032,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0032,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.6922,1314.5208,1314.6169,1314.7078,1312.8286,-0.0058,0.0515,33.64,34.04,1.6922,1314.5208,1314.6169,1314.7078,1312.8286,75.0,False,NOMINAL,HEALTHY,-47.77,14.25
MIX_LOT01_COMP0033,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0033,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9549,1493.9576,1494.0755,1494.0789,1492.0027,0.014,-0.0448,34.06,34.43,1.9549,1493.9576,1494.0755,1494.0789,1492.0027,75.0,False,NOMINAL,HEALTHY,-31.99,-24.17
MIX_LOT01_COMP0034,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0034,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.039,1576.3896,1576.4969,1576.5857,1574.3506,0.0412,0.041,34.47,34.01,2.039,1576.3896,1576.4969,1576.5857,1574.3506,75.0,False,NOMINAL,HEALTHY,27.81,29.71
MIX_LOT01_COMP0035,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0035,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.6178,2016.4873,2016.6817,2016.7541,2013.8695,0.027,-0.1057,33.67,32.82,2.6178,2016.4873,2016.6817,2016.7541,2013.8695,75.0,False,NOMINAL,HEALTHY,-10.14,-26.19
MIX_LOT01_COMP0036,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0036,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.495,1934.2425,1934.3821,1934.5481,1931.7475,-0.0079,-0.0423,35.71,36.84,2.495,1934.2425,1934.3821,1934.5481,1931.7475,75.0,False,NOMINAL,HEALTHY,49.96,8.64
MIX_LOT01_COMP0037,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0037,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2525,1746.4135,1746.5968,1746.6647,1744.161,-0.0074,-0.0086,33.97,34.01,2.2525,1746.4135,1746.5968,1746.6647,1744.161,75.0,False,NOMINAL,HEALTHY,17.97,-16.57
MIX_LOT01_COMP0038,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0038,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.3704,1850.019,1850.1955,1850.2655,1847.6486,-0.0012,-0.0041,33.9,34.02,2.3704,1850.019,1850.1955,1850.2655,1847.6486,75.0,False,NOMINAL,HEALTHY,-0.8,-5.45
MIX_LOT01_COMP0039,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0039,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.9192,1492.8214,1492.9622,1493.0334,1490.9022,0.0056,0.0027,35.75,35.65,1.9192,1492.8214,1492.9622,1493.0334,1490.9022,75.0,False,NOMINAL,HEALTHY,-32.99,-17.13
MIX_LOT01_COMP0040,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0040,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2302,1722.0989,1722.2789,1722.3581,1719.8687,-0.0084,-0.0861,32.86,34.0,2.2302,1722.0989,1722.2789,1722.3581,1719.8687,75.0,False,NOMINAL,HEALTHY,-21.88,-5.24
MIX_LOT01_COMP0041,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0041,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2366,1722.9412,1723.0386,1723.1221,1720.7046,-0.0196,-0.1049,34.65,35.25,2.2366,1722.9412,1723.0386,1723.1221,1720.7046,75.0,False,NOMINAL,HEALTHY,33.42,-21.76
MIX_LOT01_COMP0042,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0042,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.3713,1828.1195,1828.2481,1828.3166,1825.7482,0.0227,-0.0499,32.7,33.96,2.3713,1828.1195,1828.2481,1828.3166,1825.7482,75.0,False,NOMINAL,HEALTHY,-29.85,30.89
MIX_LOT01_COMP0043,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0043,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1278,1650.0998,1650.3022,1650.2732,1647.972,0.009,-0.016,33.87,33.92,2.1278,1650.0998,1650.3022,1650.2732,1647.972,75.0,False,NOMINAL,HEALTHY,-0.04,47.88
MIX_LOT01_COMP0044,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0044,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1699,1681.7156,1681.8523,1681.9888,1679.5457,0.0031,-0.0514,34.42,33.61,2.1699,1681.7156,1681.8523,1681.9888,1679.5457,75.0,False,NOMINAL,HEALTHY,19.11,34.9
MIX_LOT01_COMP0045,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0045,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.188,1697.617,1697.7424,1697.8134,1695.429,-0.0114,0.0138,36.83,37.47,2.188,1697.617,1697.7424,1697.8134,1695.429,75.0,False,NOMINAL,HEALTHY,46.41,31.94
MIX_LOT01_COMP0046,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0046,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.4261,1885.4508,1885.621,1885.6655,1883.0247,-0.01,-0.0751,33.14,33.21,2.4261,1885.4508,1885.621,1885.6655,1883.0247,75.0,False,NOMINAL,HEALTHY,25.05,-30.78
MIX_LOT01_COMP0047,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0047,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1669,1662.7103,1662.8743,1662.9068,1660.5434,0.0087,0.0525,34.23,34.13,2.1669,1662.7103,1662.8743,1662.9068,1660.5434,75.0,False,NOMINAL,HEALTHY,-8.44,-32.12
MIX_LOT01_COMP0048,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0048,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8252,1400.9329,1401.0551,1401.1034,1399.1077,0.0072,-0.0149,35.19,35.21,1.8252,1400.9329,1401.0551,1401.1034,1399.1077,75.0,False,NOMINAL,HEALTHY,29.5,-39.53
MIX_LOT01_COMP0049,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0049,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.288,1756.2944,1756.4557,1756.4974,1754.0064,-0.0119,0.0739,36.5,37.48,2.288,1756.2944,1756.4557,1756.4974,1754.0064,75.0,False,NOMINAL,HEALTHY,43.01,25.03
MIX_LOT01_COMP0050,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0050,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.2083,1695.6874,1695.8292,1695.9195,1693.4791,0.0105,0.0871,35.48,35.26,2.2083,1695.6874,1695.8292,1695.9195,1693.4791,75.0,False,NOMINAL,HEALTHY,-27.31,-30.5
MIX_LOT01_COMP0051,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0051,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1161,1636.6229,1636.7184,1636.8065,1634.5068,0.0055,-0.0098,36.72,35.79,2.1161,1636.6229,1636.7184,1636.8065,1634.5068,75.0,False,NOMINAL,HEALTHY,13.33,-41.99
MIX_LOT01_COMP0052,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0052,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,2.1728,1694.1101,1694.2753,1694.3458,1691.9373,0.0395,0.0398,37.15,36.41,2.1728,1694.1101,1694.2753,1694.3458,1691.9373,75.0,False,NOMINAL,HEALTHY,-37.36,35.04
MIX_LOT01_COMP0053,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0053,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.8757,1440.7582,1440.8495,1440.9171,1438.8825,0.0182,0.0512,37.98,38.02,1.8757,1440.7582,1440.8495,1440.9171,1438.8825,75.0,False,NOMINAL,HEALTHY,-10.51,-19.15
MIX_LOT01_COMP0054,LOT_01,MIXED_SIGNAL_IC,CQFP-64,MIX-SIH-2026,THERMAL_BURN_IN,T01_0054,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,3.3,168,IDDQ,ELECTRICAL,uA,1.701,1318.5988,1318.6983,1318.8135,1316.8978,-0.0113,-0.0368,35.3,35.2,1.701,1318.5988,1318.6983,1318.8135,1316.8978,75.0,False,NOMINAL,HEALTHY,14.18,39.81
